"","GSM307000","GSM307012","GSM307013","GSM307018","GSM307020","GSM307023","GSM307028","GSM307030","GSM307031","GSM307032","GSM307053","GSM307072"
"203927_at",5.07657507522523,5.52718814807831,5.63206750628119,5.6421972150736,5.67899927904429,5.29226687712152,5.41549418174123,5.50174935314116,5.45771321204225,5.23808389797799,8.24770623910605,6.86587824671274
"203928_x_at",5.02840049914538,4.86566932051167,4.63281961625647,4.84396085639161,5.01207825546899,5.00757438540424,5.1422972679089,5.22726873888519,5.08677766864336,5.17854847577277,5.1438748332721,4.81809433506317
"203929_s_at",3.23767938674976,3.59266306505512,3.78483207620097,3.69725485088317,3.65682567522041,3.7559568111214,3.61016360114794,3.81653338962147,3.835190363284,3.67872958555422,3.82944980098795,3.36782999167545
"203930_s_at",3.49955064832028,3.56599458145797,4.12833307126695,3.63197375710352,3.77053948899212,3.61722567940084,3.87632025138664,3.89008601452761,3.70564608666628,3.85329686335472,4.18790519993796,3.37210744632783
"203931_s_at",7.80189211223711,8.20958391149698,8.0867686121787,8.62124658831825,7.72093073264586,8.28377741264823,7.38423449233007,7.83466485397953,7.81273707772618,7.7364377870488,7.47273498320115,7.9320921376341
"203932_at",6.69865583978327,7.21494795861082,7.26223055156716,6.82581200171898,8.01204819642938,7.1632330032534,8.02290143665166,7.38345469503778,7.33480835190432,7.33777254748325,7.53690069300164,7.65775699900236
"203933_at",5.68654357235871,5.81309056668904,5.68467246064263,5.86275470333522,5.63237735778569,5.71291645910052,5.97910942452351,5.71273419092096,6.11467279280096,6.09742906073626,5.71273419092096,5.85321566644558
"203934_at",3.09618408777712,3.18502803441926,3.50943852234111,3.46402564515804,3.06298678629374,3.0733791297668,3.05433530328842,3.10053637517857,3.33217441083658,3.38849255732584,3.21670906401553,3.27440591072049
"203935_at",6.14277132973435,5.83588804243169,5.6396593012097,5.74892692024692,6.02022092913704,5.86558255215306,6.38498910427605,6.18461500855343,5.9811055187457,6.06375374851865,5.90503005330241,6.35175714175472
"203936_s_at",4.82509333367195,6.98436097674689,4.6463702214719,6.14133823376642,5.67040438515268,5.87010682935947,9.809585545183,4.57919198917376,5.12132117409327,6.27376927611562,7.38614466041908,8.33380943057181
"203937_s_at",4.80941927676418,5.33680996172111,4.2218577903001,4.69818347284685,4.94645981142075,4.8293156835092,4.73625616309846,5.02498624294866,4.82509333367195,4.85573423022235,4.97596873608704,4.89407649425424
"203938_s_at",6.41900873910853,6.64321123653828,6.78861361847721,6.67031418521358,6.43779353489912,6.67520454999852,6.3776735656717,6.70524981598945,6.97099403078855,6.8593770191609,6.77578426010067,6.64333078179508
"203939_at",3.01696855433404,3.10863852175793,3.14513552838306,2.7990962158796,2.96043624081494,3.08336227192263,3.18952206746807,3.05860399540635,3.04498735862181,3.06799746205192,3.07474077153352,3.04328752597962
"203940_s_at",5.35045382826961,5.30251597355012,5.67132863978607,5.41343858456769,5.28792542896986,5.64139879028288,5.14889390168814,5.26386010097965,5.44873776387373,5.26386010097965,6.21845748634062,5.44896037985256
"203941_at",6.43545617810855,6.49575745342058,6.47069373439479,6.58303457717994,6.48953222672842,6.19405363737264,5.9321885462663,6.37264803877168,6.34416899067706,6.03510461728779,5.67473283548055,5.88639340912035
"203942_s_at",5.15226047493682,5.49505745027555,5.22770102807359,5.4615744317577,4.74192267276181,4.52046382197783,5.65602321760391,5.30915338541229,5.48979859838861,5.52821246389248,4.93691510452635,5.09055407717194
"203943_at",5.48792849936826,5.67223225715247,5.6644236887855,5.9602285675419,5.5692762644275,5.70948110378043,5.73643835750981,5.42715566064165,5.73119452832224,5.56755989667603,5.40391024413145,5.51012689610868
"203944_x_at",5.89925021689649,6.10635918245696,5.91513111137585,6.49220526783055,6.29609223928754,5.8629300152898,7.30217408503866,6.27504970893326,6.63741822197619,6.64276720183253,7.3441941355624,6.59571156892818
"203945_at",4.85185960530609,4.76247007042803,4.87717945469604,4.74190016578572,4.97687448689363,5.0180224876959,4.58908561091869,4.94834911339736,4.64541116117139,4.50149859535895,4.38876620175086,4.84166187101693
"203946_s_at",3.84479927769911,3.61722567940084,3.88710002825414,3.30843782089386,3.85254885196448,4.0311392625285,4.92561330153314,3.4359250649206,3.60930767182988,3.19126805635561,3.51838373914625,4.74190050079724
"203947_at",7.72621560676384,7.67261591584897,8.35158524920141,8.03606361585603,7.76273664630198,7.74110688734761,7.10459249912585,7.42246539323223,7.85351040102253,7.47324596613302,6.3263770352375,7.08026419755027
"203948_s_at",7.95925795101939,11.2152930840826,8.67087896374416,10.1115787326798,8.81237921177584,8.58903692687296,7.82030225378993,11.1282137913176,9.17600977941954,11.2980192349692,9.12394591417855,8.37750871908375
"203949_at",9.8689567639176,12.3756026956528,9.98525097827864,11.4041875893334,10.4696799427182,10.046476167911,9.24351099069427,12.3011387819369,10.5550237088086,12.5096525526038,10.7928331071223,10.0570231964939
"203950_s_at",5.89012885265252,5.70784299665563,5.92972752629172,5.63476876408885,5.71673398251003,5.6960271471169,6.05490626789257,5.60325121687594,6.34335895744771,5.8992295409976,5.92644707861952,6.11475453522664
"203951_at",3.45634492631413,3.62314090909821,3.25884464924632,3.45236173562578,3.68520751678117,3.54357030156557,3.67558533185318,3.66166974231933,3.73476443114139,3.59345873121608,3.6833223992132,3.973113939408
"203952_at",6.61578401262241,6.36546248646049,6.32620291606337,6.379512489176,6.52686705865949,6.61016996512929,6.24419739630847,6.38034091467082,6.40371851193007,6.19257660567229,6.59361678272985,6.29293677097353
"203953_s_at",2.79065855478102,2.84999420670191,2.77714815931204,2.77156829824485,2.61563192934006,2.5325733109008,2.8290591569891,3.01761279707974,2.97478077708285,3.07209068563098,3.35124339947665,2.83027433327055
"203954_x_at",3.98678973135485,3.96665289957723,4.18455040889431,4.16155120852947,4.14643004091786,4.0788561865487,4.06252351291525,4.33572424291652,4.11219371261168,4.12583910216266,4.23636052377589,4.21374138598201
"203955_at",6.38474749441162,6.30174402236308,6.74276158604122,6.3403946170648,6.29731682742407,6.2766180747277,5.95561716574608,6.19750685441801,6.81805158677596,6.14294263903618,5.26228212235944,6.38352145375621
"203956_at",6.04872922288272,5.9869892496369,6.19374111246326,6.22108073105565,5.7210030195622,5.37645755187374,5.76050006276818,5.81434307954083,5.7923688408184,5.51757742342791,5.31152535290693,5.19987012670394
"203957_at",5.705540983603,6.17079792841739,5.4074787926204,5.82325884600668,6.02324514625551,5.85393010021071,5.58106434348506,5.55309044189459,5.29584225646588,5.68796088990694,4.90964873363278,5.11763829025487
"203958_s_at",5.05458069052128,5.28008670306648,4.84152518582574,4.71097906912127,4.64360815925508,4.21202504042432,5.03116180636972,5.21288755381898,5.04627109143177,5.03532983058059,5.75418481191105,4.41845538040703
"203959_s_at",6.26398684313508,6.27244362933962,6.56978822495734,6.63546445639476,6.36851715820369,6.05682843917204,6.78864396249875,6.44423214529013,6.65173381390207,6.68355564658981,6.66876699062548,6.42221106098344
"203960_s_at",6.62019784013138,6.92973233153878,6.55009794496645,6.90428268419046,6.7865692671149,7.20745303723743,6.24510021051256,6.82901769960149,6.2992872532566,6.47702512459867,6.11565530517038,6.77127206593227
"203961_at",2.90733192420225,2.99882288575008,2.93860492737769,2.4983778477955,2.99717090925516,2.90733192420225,2.6762612416935,3.05860399540635,2.76272249129407,3.19295953398631,2.80298669110425,2.72435544030965
"203962_s_at",2.71310503237036,2.64701084478936,2.83779287129726,2.64141919163813,2.63026856241639,2.49182058426594,2.71927545161942,2.66070475652396,2.71310503237036,2.78640535230397,2.65385780065666,2.63439408672959
"203963_at",3.2833455462136,3.15994897315972,3.28367245210537,3.09102490278203,3.22063760643455,3.16142667091062,2.92802880696998,3.10243425032857,2.99408915857791,3.169516782274,3.45403108848192,3.0523431306147
"203964_at",8.7416829266006,8.36148873067621,8.3680849252585,8.59827367700658,8.64217504071824,8.62324142854298,8.35495061009813,8.67297891937721,8.80892769188934,8.55706633843243,8.66074263036028,8.53636915418316
"203965_at",6.88187146933763,6.59494414621975,7.02053094324741,7.16643307168862,6.26180197502816,6.80098652525795,6.99205169593146,6.83503300876429,7.17422171454278,7.07885695837758,6.83721445551846,7.33577932689593
"203966_s_at",6.85836517684708,6.43236973835927,6.64851059976693,6.24383795320799,6.64818577277457,6.62548248824124,6.6924236160915,6.68045260096022,6.91867610512517,6.31652230218726,7.47203815719371,7.03465882430183
"203967_at",5.21839450457738,5.65426963094639,4.65925974121416,6.09518224004321,5.41756785167942,5.38365991107883,3.49067242827503,4.39842012270484,3.79065196413284,4.48549993420258,3.30629033282107,3.48335924187547
"203968_s_at",5.51832882290298,5.73957083366962,5.36567623955578,6.12161814045353,5.37452622212752,5.55358492532564,4.00789342999672,4.42388027735595,4.35695856420345,4.81896381099057,4.26755026011829,4.21374138598201
"203969_at",4.69893698188893,4.6240252446578,4.778049647577,4.40658766819102,4.64296683404812,4.59169085827341,4.48606304822387,4.57795031065848,4.83602698972374,4.24991930304345,4.77275836007036,4.75449145623659
"203970_s_at",5.54261845142307,5.62831084219048,5.3158846760817,5.23232721796714,6.04970169689123,5.8469665111865,4.83114201690262,5.84834034184755,5.42310981253226,5.5310788418832,5.17515997862785,4.9219764160867
"203971_at",5.04523702119002,4.94707669261498,5.40518005765132,4.8543379481176,4.87743711742822,4.86419031176805,4.43414265267568,4.70787056225089,4.63748225345488,4.4831559759248,4.7099645737486,4.56663322779143
"203972_s_at",6.14304043162384,6.12367902120935,6.44343343400667,6.09293379616176,6.57111360253345,6.26069925573593,5.44830641899845,5.97835792177852,5.77729198648276,5.00700619427305,5.25719899104969,5.45774851178876
"203973_s_at",4.48191629571957,7.52358970985837,4.73674344714049,6.44796248345186,6.28682720649118,5.5539654376536,8.48241738641311,7.63722876763355,5.04935330124886,7.45677590840271,5.10944483045778,6.31209953813366
"203974_at",6.34458777888965,5.55482855425647,5.33963568768637,5.81952571565401,4.60658069558458,4.53801780756894,4.88293505305558,4.59731935477618,4.83402955549354,5.24535834834544,3.79716778230243,3.90376193513818
"203975_s_at",5.47808557270925,5.75195562468286,5.63152087902386,6.20194058660347,5.28586743962139,5.44129910695918,5.16230084600478,5.63110990643013,5.25962269284608,5.30974209831806,5.15245978905432,4.77109061366748
"203976_s_at",5.99587333956685,6.77415364196745,6.35223338892605,7.05401208484381,6.08240998354765,6.14053610304852,5.5976571154125,6.0061592505476,6.17845758708882,6.13257576286532,5.9369436196437,5.86470613331452
"203977_at",5.67278877880826,6.24419739630847,6.19241026042461,6.34434232505911,5.96912065615955,5.94228843051983,6.03152559546146,6.16922706518707,6.15392078823521,6.09177561942168,5.74307804722797,6.0399996650823
"203978_at",5.55237190169803,5.84216515740311,5.4470272616156,5.65906618097794,5.75385682714554,5.32068156604248,5.6126630867729,5.79313284621917,5.34234593255801,5.54556026323168,5.81398261461981,5.56830582942584
"203979_at",5.37474179704651,5.32050455080171,4.96501878126521,5.28194775144453,5.43632292339487,5.5617422616986,5.86896705066155,5.30574326929747,5.41260046276453,6.13649584270545,5.61079703852615,5.61355770495138
"203980_at",3.50315661897835,3.85396743942233,3.74258650607318,3.71817558441884,3.84544623905407,3.80215325573742,3.9544405260969,3.6020475904457,3.75458065638767,3.8395878478998,3.79203463675756,3.75089417547664
"203981_s_at",6.70935406715605,6.80964418037563,6.68551941287899,6.49143026787315,6.58993630147133,6.68133901141318,6.69533977750954,6.85638913009203,6.92600782685288,6.52642378040457,6.953867155671,6.69938769225848
"203982_s_at",3.96772322705692,3.92820618503572,3.75328249207608,3.9799222009231,4.27332464855324,4.05828131503272,4.04521198537808,3.68882962485774,3.81055673457875,4.00601553340568,3.61595613400455,3.87640008078747
"203983_at",6.59424637708573,7.07586254943597,6.59851009146026,6.62582945459902,6.78663218765282,7.18235441526854,6.24796499737025,6.85276815407718,6.57846709477866,6.74959617452641,6.82327697833168,6.86875481601845
"203984_s_at",6.83796280548593,6.78713881659859,7.02055589081701,6.69652318799007,6.80872522757557,6.9407419435901,6.90689523159324,7.03547126934692,6.82022428548743,6.87360611675749,6.38310663292058,6.90940153245405
"203985_at",6.17989933591069,6.21586019967848,6.40153953200435,6.42966067208861,6.23154758575801,5.82117361293233,6.44565249763199,6.44917064359559,6.2485038130445,6.53917934312051,6.48996300821349,6.28788281738953
"203986_at",4.91694483154533,5.03810137773758,4.96856526232634,4.58452497487762,4.83854836119877,4.27375952558558,4.88507241067091,4.62788252071822,4.50360564413948,4.48858500243378,3.98306149009569,4.51699276871991
"203987_at",5.04642372875362,4.9204396163985,4.74119534314307,5.23119361429509,4.89148055995484,5.51586154360464,4.04824186578207,4.81757045771008,4.91772643344958,5.19323158934222,3.51487981258715,5.33880161719573
"203988_s_at",5.78134807474344,5.06044508835901,5.23480825654116,5.19079341559292,5.23480825654116,4.94077391825339,4.74496993573369,5.31890420733271,4.65333965888635,4.62567352979389,3.96573017578553,4.01450390069321
"203989_x_at",6.00799913525765,5.52108065035866,5.67708449521904,5.36277214162266,5.98779353645325,5.69382586040311,5.68973214842422,5.53168644560065,5.54106211399253,5.33837405122759,5.19768385946721,5.55221568965018
"203990_s_at",3.1177227230528,2.55922806157225,2.63823184960833,2.84670191540117,2.59332689544775,2.43722539031061,2.73923731473212,2.76390653009447,2.85821426070181,2.66170234317843,2.7842980312922,2.66612764765169
"203991_s_at",3.22525945792444,2.5083494033215,2.35949575356514,2.65438379649814,2.72646662366786,2.59671546160979,3.19129462195803,2.52969211436485,2.3215425885906,2.79809786708129,2.52582319479389,2.87654208456413
"203992_s_at",5.34026371915975,4.974249618882,4.84438907302743,4.99067090563598,4.78698409206812,4.9912982681869,5.51366592036827,5.17215491253546,4.76488588271607,3.88212921534937,5.22837646413814,5.84005651641332
"203993_x_at",5.06346973745843,5.15790727699885,5.37161847495503,5.24015948544674,5.04594019688962,5.13959402884459,5.03405755200102,5.18682563093362,5.33961343204141,5.0107970256239,5.5310788418832,4.89714943508839
"203994_s_at",5.79084572250009,6.04595186675132,6.43208395494986,6.24477091290539,5.91259138379931,6.16461623100099,5.301605232499,6.0061592505476,5.80066480343385,6.11440294206015,6.29045023484044,6.0256868202298
"203995_at",5.11424743137515,4.93997888959392,5.37037438305004,5.20595620663591,4.84005485228699,4.96459020960059,5.25357891650937,5.12781267921391,4.99951718635694,4.75866947127043,5.05013249857424,5.15691324225814
"203996_s_at",6.00392295047767,6.12015910978792,6.30887889476449,6.08315211183229,5.63169328758449,5.87649850312452,6.26730587162027,6.18221471933066,6.15894180713335,5.83370554341197,6.02352687957544,6.08604174248255
"203997_at",3.56311021797342,3.21489884479148,3.55049315672505,3.55340428454548,3.66494143596222,3.7339017634776,3.5945633698651,3.67354956844016,3.70500272033184,4.09041028930901,4.13209374845045,3.5102457830538
"203998_s_at",2.31584822596324,2.43538063975205,2.42360350776674,2.50180066698404,2.46656600355355,2.28119398720966,2.4234510600332,2.54131000809083,2.5362055787403,2.46595975922391,2.5314155777618,2.31980825678695
"203999_at",2.76649982645388,2.56491902606088,3.20244169555542,2.61816642022595,2.94690644453189,2.59792382177963,3.19314128472969,2.83529991834895,3.40319555043273,3.5633422680332,2.95442135621825,2.63912980055663
"204000_at",5.31489795295313,6.05539604604101,6.00148707420388,5.53367649658362,6.68158470721465,6.20604115866361,6.65543961301886,6.28695665497742,5.90881579385521,5.76032577321931,5.93371061443925,6.12600187790621
"204001_at",5.75195562468286,5.49387403892298,5.49348090349518,5.49941324144928,5.28914651914216,5.4174052390301,5.42070406334752,5.50656753366673,5.41529805349065,5.44624943464656,5.37118943727146,5.62727806171167
"204002_s_at",5.57201295780725,5.22239850490942,5.54708663569135,4.836075263166,5.31276553135445,5.17982674949897,5.10278271968493,5.33604629184366,5.73655448108589,5.12186481600152,5.10255778658837,5.22720888287159
"204003_s_at",6.22671566496121,6.37806776110547,5.98110551874571,6.18268029546647,6.26831391760241,6.17816187544166,6.23008514577879,6.22775041910593,5.96556521010029,6.27579663907281,5.68855819067578,5.44160470069595
"204004_at",5.68947100005199,5.9967763614117,6.34284178970164,5.57069430410734,6.22348530468778,6.2448915151858,5.99439665280664,5.67229784442595,6.29698898632977,4.84279212376427,5.40013471137657,6.28644764749367
"204005_s_at",3.95723404697165,3.4210565987832,3.40226323300781,3.28273027977343,4.00882937060066,3.84064762717068,3.70272915738195,3.53063961295919,3.64998611076293,3.23895803753756,3.4921782570182,3.21331121626513
"204006_s_at",3.19223271628319,3.04178346471899,2.62092247614865,3.13509980202033,3.12123685601068,3.04178346471899,6.66850768341941,2.70236689319808,2.8756512702382,2.98996937678222,2.7667574755828,3.81912681713917
"204007_at",3.30664792826428,3.78881298552382,3.43257128348744,3.97211409291299,3.78884245986981,4.5200887451946,11.0219076661695,3.46204006207124,3.77349014386765,4.12942899445177,3.13201480217283,7.69256787356432
"204008_at",5.30874490479694,5.41540876901805,5.10347599573526,5.34889109155636,5.61083456420499,5.21408309251907,5.07722922749429,5.6768325407036,5.29998703197898,5.17002097159626,4.69529130166808,4.95521096906236
"204009_s_at",8.09792523983778,7.89117453307182,8.09519867358319,7.74183062363114,8.33165716481008,8.14272353764501,7.59505851955464,7.72832201119334,7.59164824350873,7.37525525691925,7.64090085108085,7.65453162308466
"204010_s_at",2.96991439448209,3.17261131085097,3.04517580348577,3.17870816121485,3.38657593140895,3.35731733270052,3.05860399540635,3.04652525111613,3.42171812092084,3.22076414783553,3.07398461908678,3.52582220779084
"204011_at",5.1954891851321,5.75515126379684,5.03316617646666,4.21338379355138,5.16364566181788,5.60958010436171,3.72987348768386,6.14014386284308,4.52741051127648,5.56141520026632,3.5226962081604,6.45192483770456
"204012_s_at",5.99980111417491,6.01081097521034,5.24728942802462,6.52254583906791,6.20374283037662,5.22158376132873,6.00053678964508,5.74434320553669,4.9690137351125,5.82797230720642,4.44674190940693,5.08132882005785
"204013_s_at",2.67032225524849,2.78673569893892,2.82983673708704,2.73390865824702,2.86723680058745,2.86290841653654,2.90122059853743,2.84248026591772,2.8437910330257,2.58506930898839,3.37677487295727,3.07508298013557
"204014_at",2.97130764857207,2.6652727521604,3.1571725601101,3.23716004701621,2.8310369874351,2.97148787119013,2.75906485815688,2.9680465495443,3.2083583944439,2.92542234901725,3.02172426128542,3.02204247279902
"204015_s_at",3.50413972920418,3.90400681879672,3.77655689592992,4.0737556705158,3.69968447033655,4.22554681309102,3.61722567940084,3.79394279423181,3.66803143243896,4.05932354769767,4.00054598102673,3.82842694741408
"204016_at",5.87714915142098,6.24419739630847,6.12618100959134,6.3793233805663,5.96187005844214,6.220687590516,5.81718416159464,6.1119404965068,6.45739752366348,6.1202265364789,5.73410386789207,5.79950447229338
"204017_at",3.86631546589979,2.91213887429645,4.17502583969872,3.00024216533359,3.77884585106101,4.33318407989099,2.91274541127588,2.8460760749929,2.8437910330257,2.51928016796412,3.10637273666288,3.15073367024988
"204018_x_at",6.64019028958785,8.79765196893979,5.74916340284005,7.0499031272853,9.80892154418061,8.95262941177546,8.88191443745807,6.34483884667533,6.61455031632647,8.19301626576639,9.7762824573589,11.3353913231677
"204019_s_at",6.6239170623752,6.57290872877549,5.98651190767276,6.3403946170648,6.89031421442928,6.81418587377055,6.65066003510858,7.00557838488398,6.56783403031627,6.9388450552632,6.4634669840003,7.29813783910116
"204020_at",6.16800366653671,5.96029048384663,5.81067118996143,6.06544075216942,6.32034000939533,3.4738018587105,6.35950854902694,6.15146518097558,6.16807034584165,5.89723442638284,5.35493244731247,3.29688110193872
"204021_s_at",5.7459420698749,5.71127622797102,5.69934702752899,5.80891127392419,5.75559901802759,3.7783612815591,6.42946577563229,5.66387477704887,5.66046603837486,5.38445549900105,5.59489788288438,4.04761808557677
"204022_at",6.1215757392895,6.28001311487561,6.3216630582538,6.2901463658027,6.41311033476394,6.12503992552546,6.28589272379433,6.309296053099,6.37722732469455,6.17320996080513,6.25907281235878,6.18555805943497
"204023_at",8.62380680779869,8.81432464313687,8.21524845570756,8.69921236997078,8.74220908918214,8.70394472728491,7.37214158719859,8.33082538308769,7.95895958669002,7.95689283914646,7.41281555784916,7.87782770108814
"204024_at",3.03136258866754,3.22320413228581,2.66229310304307,2.9374158527554,2.83966756113915,2.86360637742407,3.13536089460977,2.79515293767857,2.94350084728111,2.48575578687156,2.63659423447614,2.72617934991013
"204025_s_at",6.33259026027648,6.02702347342614,6.05176668623817,6.10828944789096,6.18018135617396,6.6223509612839,5.66400398920581,6.1412094937253,6.07502720975739,5.9667473520055,5.79222792168533,6.16718091931748
"204026_s_at",8.61382110096975,8.00666106288856,8.11956726979454,9.0579543365402,8.71360273033765,8.80886974586539,6.79822861863987,7.47257933878671,7.19330805625037,7.69868134845629,7.03961827362913,7.42204599184566
"204027_s_at",6.70995760534491,6.69353125339496,6.65804375897127,6.77936530035951,6.57676746818183,6.9624620218724,5.71091743449064,6.34799389971005,6.32585349827168,6.25803776592016,6.24935312562782,6.05419430046028
"204028_s_at",7.43182889268083,7.34496675416729,8.02405207240522,7.64232951699149,7.23848685041995,7.17226819524545,7.99188347531241,7.63167518171929,8.22695847757913,7.20613928169975,7.49968549366515,7.49414951179635
"204029_at",3.26388242430737,3.27958865478508,3.23154879220565,3.22759739671047,2.95188845550354,3.18831950722406,3.54201190275644,3.3788889394151,3.25310563410813,3.29060176539557,3.23739940363042,3.44988210935635
"204030_s_at",7.53911984441357,6.02406465302414,7.7525590033553,7.43510798448769,8.52377068474315,7.77196790948,8.1676369633124,5.90327336788068,7.61038805615941,8.47023686464627,7.69183563905468,7.78887855842016
"204031_s_at",11.2430276289903,11.0359569087814,11.086885796331,11.0565674383039,10.9957022589996,11.1036222612939,11.0565674383039,11.2242155167391,11.2199858347007,11.2044746530025,11.3871036664811,11.152127162441
"204032_at",2.35196357933503,2.31768314199548,2.65341710114465,2.38717066928092,2.32350643782656,2.58297663799613,2.45579408168235,2.43851154842744,2.34954294204538,2.65760424016935,2.47952063573594,2.41815831601874
"204033_at",7.06389553881127,7.39853457777077,6.99425450145439,7.69585394144212,6.86952202139851,7.12830794816183,5.84588470694013,6.33384994341052,6.09340046456324,6.27249993541575,5.57436474600326,5.7435707758112
"204034_at",8.03643391135529,8.37492724223607,8.59512007463177,8.29987624351142,8.77615241865759,8.37914126533311,8.11800999636653,8.59315150270108,8.52878395536174,8.62041866057547,8.60741274416139,8.6545560713375
"204035_at",3.10327807639456,2.9614083585991,3.09448981266572,3.27625192758077,2.91664973746804,3.01468365776025,3.22536113764444,2.96002950864331,2.95658577382396,3.14148842915673,3.0423756937385,3.20888101771458
"204036_at",2.19739874467507,2.35154429358297,2.21005189396271,2.39992893559442,2.33864651366189,2.28248847534491,2.42108625254122,2.2510112462342,2.65251259303887,2.35100749523679,2.3719398873819,2.32217392458556
"204037_at",4.53256086485057,4.39033638962027,4.81919714865133,4.69619517461262,4.47007333896199,4.60380330918043,4.778049647577,4.83920802434705,4.42799628520983,4.28922431611333,4.80526960555524,4.7267582248049
"204038_s_at",4.16300350631332,4.08133383169666,3.96450645640383,3.88694680773605,4.13333611328547,3.99641837318557,4.00466793221372,4.26717596308862,4.1052358871309,4.43572121445675,4.6164895344781,4.38199952771497
"204039_at",6.98211939809443,8.90435255053775,7.95989189248119,8.56960190145052,8.19985636060486,7.71605577828844,8.29606611626815,9.17885145137337,8.13902076217182,9.57375774636859,8.44050223887167,8.50846254569126
"204040_at",6.94150136806056,6.69523061213561,7.07198369645534,6.2405563291235,7.38929217956881,6.79836553881175,6.87840299847338,6.90654018115563,7.00646593194411,6.28036921439253,7.08702069332863,6.61823332808454
"204041_at",3.48681863034221,3.33031699605573,3.45553505473276,3.44565698725479,3.41998177272829,3.46013080423275,3.48628504903184,3.33031699605573,3.55112303955404,3.59218616807938,3.45688126215262,3.45981744252395
"204042_at",2.89867919640193,2.83074378978424,2.91243173934346,2.77095396993077,3.08536847597675,4.6360650375471,3.88246005815703,2.77095396993077,2.83074378978424,3.04933656400866,2.65094326917198,4.33308258700009
"204043_at",4.4966447436642,4.42809969204956,4.35162511477418,4.28724299138991,4.54685420743163,4.59394551958985,4.48809919076522,4.49420464219791,4.46978283646716,5.28959116578462,4.59394551958985,4.22182710609685
"204044_at",5.77661455652642,6.07882610237448,6.59169807515356,5.77468098773985,6.68065799136854,6.02134594385268,6.0577031568415,6.22537938166944,5.81628568061185,5.64085471135849,5.62327978135592,6.20176641139199
"204045_at",7.05756808606094,7.09183798539878,6.88657753079214,6.8186086849246,7.21951957031611,7.17366198607224,7.1580367401053,7.40396284247245,7.08444797119805,7.54307200910176,7.0181356216241,7.25948692501435
"204046_at",6.46521464730328,6.69194478299276,6.73671941127855,6.65763505905773,6.39308875699856,6.52633586670695,7.0208883972623,6.76752338108938,7.13836515590128,7.05124174412697,6.67703297404105,6.8106873564174
"204047_s_at",4.50675806016833,3.93245655154011,4.35431000035883,4.3962071334393,4.4723083650547,4.14504031818413,4.23194214404733,4.29540339399819,4.3656917846649,3.95105868150827,4.28942895384662,3.97191022666068
"204048_s_at",6.57340611145502,6.35648585883738,6.32487076058239,6.0932269619147,6.18319008770845,5.8040828898665,6.26229028199733,6.02703676505938,6.42978181753795,5.68239054237833,4.98416988920894,5.31749284635527
"204049_s_at",5.5458929854079,4.98321514024009,5.03731441764752,4.8409093035638,5.1551158906802,5.04734846651942,4.9096636956608,5.17180447220079,5.28334857064676,4.94378966473305,4.82160845460358,4.92098798360122
"204050_s_at",9.14175970254823,9.37852708201176,9.57896791452796,9.52979735473336,9.28740759022745,9.3148916548858,9.15893543252196,9.07268920515102,8.99196657544732,8.85869463839706,8.88907376564181,9.13064411443234
"204051_s_at",3.55864160908824,3.53158339065985,3.55309842905057,3.22707943331247,3.40841643101573,3.51595459526372,3.45258580171916,3.83821839550314,3.29700972098981,3.45609440536503,3.52137243725805,3.6734520713723
"204052_s_at",2.59189133789633,2.32535165398652,2.80698218391691,2.68434118878496,2.6085735414503,2.6442745617368,2.7287304918974,2.60671119949547,2.77709498165916,2.61632934782419,2.55187932574305,2.65050109275433
"204053_x_at",7.13248641422874,7.00761315732968,6.84902023581558,6.90194340246409,7.21240799155808,7.33044316565597,7.57183087861509,7.16263480150796,7.09036616106911,7.28486418897563,7.80473427593064,8.0957926165533
"204054_at",5.94953195391825,5.74553582870618,6.01213271150426,5.46588028569954,5.89143496858193,6.08850719377406,6.03221554424711,6.00924395976761,6.13756289993713,5.91421840812379,6.65471669142763,6.68746222032195
"204055_s_at",2.81204247631756,2.87517430854926,3.60347323471693,3.07426071841962,2.91562679703161,2.62357371560014,2.8021068369306,2.72067312549385,2.88325239682563,2.79521212904574,2.9112638481969,2.74540630531191
"204056_s_at",5.47108288442001,5.3830417308659,5.47623950009724,5.2144871387234,5.62483318810921,5.4113288125701,5.5615715169132,5.40161467404663,5.65005946533451,5.85692659193449,5.78002755573127,5.5074271655339
"204057_at",4.99764599905853,5.68500256170837,4.90384502395867,5.49676456036282,5.36172765454898,5.20053512892533,6.6623914314766,5.94784660690434,5.24862439751553,5.70655979203444,5.54131563571953,6.35882740344332
"204058_at",2.18951615107942,2.24609882482246,2.43788210738871,2.42020464389342,2.32801627676038,2.24012142984925,2.48084661124191,2.51843313665559,2.60774325787007,2.56159983414702,2.24574087610586,2.34484296339266
"204059_s_at",2.78334380053632,2.94768414479463,2.9112638481969,3.01887895189165,2.99971964061903,2.87462508259625,3.30480408435716,2.78561811634553,2.95486481843129,3.13297142251828,3.14544954118904,2.7020067743142
"204060_s_at",6.03739513871777,6.04738706757194,6.18848539400923,6.26178863897438,5.95838898414268,5.98110551874571,5.79344939123905,6.11696378397161,6.75381469288261,6.08808589693451,6.29857751982429,6.33065924909394
"204061_at",5.97222323445998,5.39536814021461,5.42482636915446,5.66022915767458,5.41176432497962,5.54908432540932,5.83993685446338,5.26604986133428,5.37547274320648,5.45195939556805,5.05539311533248,5.41882200816547
