"logFC","AveExpr","t","P.Value","adj.P.Val","B","ID"
0.0355308392215009,13.5861219016667,1.94108409611488,0.055190556979763,0.200579637624668,-4.48297011582936,"ILMN_1343291"
0.114583554059314,12.6283087042708,0.85651360983175,0.393853689114699,0.635665159100129,-5.92867835939185,"ILMN_1343295"
-0.0147726798063022,4.43947622036458,-0.367616860210866,0.713970820257894,0.860054502407136,-6.21938731546211,"ILMN_1651199"
-0.105677991229842,4.96276620730208,-1.52521851408678,0.130503180136973,0.337737719514404,-5.16403601886007,"ILMN_1651209"
0.0479711126339203,4.48281903345833,1.43556835473287,0.154386163029336,0.372338008003123,-5.29057442894922,"ILMN_1651210"
-0.0090285505708992,4.58393017827083,-0.211858252040849,0.832668234889068,0.923521696163317,-6.26339321363517,"ILMN_1651221"
-0.729045099138091,11.8217256042708,-6.89660636347035,5.71570323039886e-10,8.72529754748919e-07,12.4107319305213,"ILMN_1651228"
0.180393812357738,6.0756899739375,1.18615753665139,0.238497070154992,0.478988110637214,-5.60381891306969,"ILMN_1651229"
-0.00447011313809114,4.455232800625,-0.152633403347494,0.879008776499997,0.946427573049662,-6.27392441348232,"ILMN_1651230"
0.0242281381955516,4.77225641136458,0.335252603350784,0.738168429978392,0.873238392878395,-6.23047411200965,"ILMN_1651232"
-0.079870524853568,4.51955599284375,-2.19041998165475,0.0309231087038758,0.139942074514059,-4.00250069784576,"ILMN_1651235"
-0.0688828833864689,4.6026319343125,-1.51510336935575,0.133042739566917,0.34152327445214,-5.17867858221875,"ILMN_1651236"
0.830153940387395,8.01075476627083,3.04928039074229,0.00296684529450467,0.030715383914208,-1.96173040503397,"ILMN_1651237"
0.0522103822835959,4.42151630895833,1.70714792542074,0.091037647800557,0.273014934498865,-4.88495295249334,"ILMN_1651238"
0.0694017505458755,4.46976541163542,2.06823292693037,0.0413161267135025,0.16748355871707,-4.24456013797014,"ILMN_1651249"
-0.0248893875291939,4.44371486225,-1.03627849520621,0.302684019449925,0.549491730795342,-5.76422895115512,"ILMN_1651253"
-0.393751194349397,9.75890594811458,-2.64400325285764,0.00957543999276186,0.0654162764223285,-2.99650849238864,"ILMN_1651254"
0.26769985081557,5.9709866561875,1.90465196590651,0.0598288541371829,0.210817636957104,-4.54871660505981,"ILMN_1651259"
-0.0216035764263208,4.38139122504167,-1.05871585158186,0.292394546156715,0.538827846823084,-5.74155751819295,"ILMN_1651260"
0.363022818341056,10.9071286101042,2.35017717213793,0.0208182200664632,0.108931958005887,-3.66721722994831,"ILMN_1651262"
-0.0147489694847082,4.91135593335417,-0.194018115640409,0.84657299526771,0.930276880414579,-6.26692540794422,"ILMN_1651268"
-0.424001072877665,8.42609160115625,-1.70947273343109,0.0906047010997001,0.272147652817588,-4.88119516692778,"ILMN_1651278"
-0.0321843754226137,4.76312132296875,-0.380712656432769,0.704260380193959,0.854744882176193,-6.21461186581421,"ILMN_1651279"
0.0100836279462463,4.43668362964583,0.294141231657621,0.769287108319161,0.890993200341616,-6.243088441952,"ILMN_1651281"
0.608498336430954,10.7384849361146,1.46886895624918,0.145148347502116,0.359099500671405,-5.24442508962262,"ILMN_1651282"
-0.117548306696015,5.10741006167708,-1.36698693544723,0.174832430288711,0.400600159713005,-5.38242386084138,"ILMN_1651285"
0.0367331581844298,4.45029490911458,1.44208272299672,0.152544194409785,0.370045566539586,-5.28162611951658,"ILMN_1651286"
-0.0598411997099168,4.98727655053125,-0.857500500235691,0.393311018016267,0.635114219121812,-5.92785933781333,"ILMN_1651288"
0.244385639454124,4.65629379976042,3.30079208588743,0.00135574216582087,0.0185080619786899,-1.25919417704208,"ILMN_1651292"
0.172685968913809,7.34259272814583,0.929266995428276,0.355089112315371,0.601126209562148,-5.86581540138949,"ILMN_1651296"
-0.0149396238915664,4.65188560282292,-0.236434100366089,0.813601228096495,0.914564244548015,-6.25801943620899,"ILMN_1651303"
-0.0266409521714553,4.37256938738542,-1.36450052633088,0.175610552631361,0.401566474132586,-5.38567282981684,"ILMN_1651309"
0.070209833205746,4.45450227898958,2.55126480224072,0.0123181955044681,0.0774766036493814,-3.21562237639465,"ILMN_1651310"
-0.073869232381835,9.141012845625,-0.673621632380942,0.502175819162323,0.723511730202114,-6.06438249194571,"ILMN_1651315"
0.346699440482854,8.91313474369792,1.17688891459108,0.24215916136027,0.483083129291461,-5.61434889712818,"ILMN_1651316"
0.0146459120630209,4.445941686375,0.490147303641948,0.625151669630861,0.807755698619557,-6.16819813612008,"ILMN_1651325"
0.357731515038925,6.38721138013542,1.79118201231426,0.0764257937201057,0.245149992287437,-4.74608142927609,"ILMN_1651328"
-0.173637670943466,4.755796831875,-3.23384706130299,0.00167675124577679,0.0211823009086746,-1.45053189825038,"ILMN_1651329"
0.00503014809082463,4.35888841810417,0.283934941832497,0.777073725565254,0.895472164684277,-6.24596522554365,"ILMN_1651330"
0.0863929626682112,5.06215177205208,0.841756082945615,0.402023369790632,0.642626310711098,-5.9408148910203,"ILMN_1651336"
0.0809892658822982,5.15534143338542,0.495805258145958,0.621168689349582,0.805049183493736,-6.16548280666974,"ILMN_1651339"
-0.0206173694504174,5.13476610192708,-0.208262850842692,0.835466397241325,0.924836872904122,-6.2641300330575,"ILMN_1651341"
-0.0271969862502315,5.200485069875,-0.287997351937998,0.77397164269295,0.893507514811633,-6.24483232705935,"ILMN_1651343"
-0.352273347658017,6.05773812923958,-1.79485842543754,0.075833667245372,0.244050375522296,-4.73986361885862,"ILMN_1651346"
-0.141384317791474,10.9309716972187,-0.887748047371365,0.376902349204363,0.620646874222216,-5.9023068847959,"ILMN_1651347"
0.0260450525106578,4.43259406676042,0.884630467096294,0.378573484200175,0.622173432470083,-5.90498080974042,"ILMN_1651351"
0.0480712779045413,4.84976843392708,0.296504785945343,0.767487230463409,0.890163523444055,-6.24240778233893,"ILMN_1651354"
