"ID","gene","logFC_unadj","P.Value_unadj","adj.P.Val_unadj","logFC_adj","P.Value_adj","adj.P.Val_adj"
"ILMN_1738784","PPP2R5A",0.182798659025023,0.180855028604967,0.408525179888919,0.186336786115991,0.170078137980718,0.396248903291724
"ILMN_2124082","PPP2R5B",-0.00102123650231679,0.993038417001041,0.997225460472794,0.00470711137899314,0.9684338979481,0.98642267224705
"ILMN_1780913","PPP2R5C",-0.0734124580759965,0.56054774041546,0.764907634265057,-0.0724222918494982,0.572292187524326,0.773276998529269
"ILMN_1795846","PPP2R5C",-0.0544589992752551,0.150261636449093,0.366571074523378,-0.0521784705827159,0.161027923105957,0.383624869368869
"ILMN_3279757","PPP2R5C",-0.0977640355384618,0.0965991626375362,0.283214309738933,-0.0958936773317019,0.0902893296296962,0.274105847194387
"ILMN_1699384","PPP2R5D",0.143438582673772,0.17094877400672,0.395415652393568,0.153531639382012,0.143107922971846,0.358399326428251
"ILMN_1780940","PPP2R5D",0.338383795076922,0.000393286794444146,0.00842786543096361,0.339481800804045,0.000354381246633429,0.00815680142725377
"ILMN_2359887","PPP2R5D",0.104971198694161,0.248707950351973,0.490543339078332,0.097122822456753,0.27149372432563,0.518840665448785
"ILMN_1666761","PPP2R5E",-0.102156193699722,0.149688347977383,0.365761433951242,-0.105111926784988,0.132325141540987,0.342210628418872
