"gene_id","WT_1","WT_2","IR1_1","IR1_2","IR2_1","IR2_2"
"ENSG00000165379.9",8,9,6,15,21,9
"ENSG00000258969.1",51,26,73,98,112,93
"ENSG00000259137.1",9,6,15,9,25,27
"ENSG00000259148.1",20,23,24,22,27,49
"ENSG00000189139.5",14,8,12,21,10,5
"ENSG00000259000.1",15,13,10,12,7,2
"ENSG00000179476.3",18,19,23,40,22,13
"ENSG00000179454.9",252,203,236,254,203,118
"ENSG00000198718.8",441,405,411,502,442,329
"ENSG00000185246.13",624,491,496,643,445,380
"ENSG00000100442.6",571,471,464,556,518,282
"ENSG00000187790.6",587,515,494,501,503,345
"ENSG00000129534.9",840,706,1009,943,737,580
"ENSG00000213741.4",4462,5411,3470,4604,3328,195
"ENSG00000258486.2",323096,468567,422240,350126,467716,131478
"ENSG00000253459.3",9,4,14,16,5,9
"ENSG00000165501.12",130,137,145,168,137,84
"ENSG00000258568.1",18,15,19,26,21,7
"ENSG00000165502.6",1087,912,901,1124,888,455
"ENSG00000168282.4",74,83,71,104,111,53
"ENSG00000165506.10",451,384,372,449,355,262
"ENSG00000100479.8",403,351,295,360,293,214
"ENSG00000259155.2",64,78,39,80,64,33
"ENSG00000197776.3",18,10,9,10,15,12
"ENSG00000165516.6",669,605,529,594,538,330
"ENSG00000165525.13",1231,1129,1190,1356,1123,994
"ENSG00000269832.1",32,19,20,22,18,18
"ENSG00000197502.1",23,12,7,16,14,4
"ENSG00000266037.1",944,1412,914,1189,1510,367
"ENSG00000265150.1",308636,440867,404299,308500,405583,243636
"ENSG00000165527.5",966,943,966,1109,925,535
"ENSG00000214900.4",25,15,21,25,36,13
"ENSG00000168260.1",7,7,4,18,13,8
"ENSG00000100483.9",103,82,81,102,91,48
"ENSG00000100485.7",580,523,432,481,393,290
"ENSG00000087299.7",364,313,161,235,136,85
"ENSG00000125375.10",178,174,66,79,96,49
"ENSG00000259071.1",24,13,7,6,6,8
"ENSG00000100490.5",176,129,89,90,79,67
"ENSG00000012983.7",762,598,470,503,424,357
"ENSG00000198513.7",17,22,13,27,29,5
"ENSG00000151748.10",427,398,369,421,347,224
"ENSG00000269906.1",32,14,16,9,14,20
"ENSG00000100503.19",783,668,651,862,1352,1150
"ENSG00000100504.12",1620,1446,946,1330,914,418
"ENSG00000131969.10",36,18,27,33,29,32
"ENSG00000100505.9",21,19,20,64,43,16
"ENSG00000139921.8",792,678,530,745,595,281
"ENSG00000201376.1",13,11,2,6,2,5
"ENSG00000139926.11",15,16,15,26,23,17
"ENSG00000087302.4",730,680,536,768,657,254
"ENSG00000087303.12",63,34,37,47,56,40
"ENSG00000087301.4",434,386,404,528,353,261
"ENSG00000180998.7",25,14,16,22,19,16
"ENSG00000197930.8",1535,1396,1027,1391,1032,616
"ENSG00000100519.7",1055,1040,945,1153,924,451
"ENSG00000198252.7",542,490,320,481,307,227
"ENSG00000100522.4",312,286,286,358,266,177
"ENSG00000073712.9",15,19,12,20,13,14
"ENSG00000258985.1",31,23,46,58,28,38
"ENSG00000100523.10",862,801,805,1059,786,694
"ENSG00000237356.1",4,1,4,13,9,13
"ENSG00000100526.15",307,315,332,324,290,120
"ENSG00000100528.7",444,485,442,563,441,171
"ENSG00000197045.8",200,163,196,263,208,125
"ENSG00000100532.7",21,38,40,37,40,20
"ENSG00000020577.9",577,463,979,1159,963,869
"ENSG00000131979.14",119,111,89,105,98,53
"ENSG00000198554.7",1019,942,1117,1303,1051,618
"ENSG00000233924.1",17,13,10,10,25,22
"ENSG00000180008.8",286,270,318,328,244,256
"ENSG00000168175.10",962,854,858,1003,898,693
"ENSG00000131981.11",56,51,40,53,54,37
"ENSG00000126787.8",1746,1493,1460,1596,1252,697
"ENSG00000258413.1",63,38,34,43,24,24
"ENSG00000178974.5",878,737,742,914,804,515
"ENSG00000239686.1",26,21,20,31,23,22
"ENSG00000258469.1",58,46,41,45,69,119
"ENSG00000258455.1",14,12,10,7,9,16
"ENSG00000126775.8",396,277,249,302,252,228
"ENSG00000259318.1",10,7,6,4,10,11
"ENSG00000186615.6",58,64,72,63,55,26
"ENSG00000126777.13",2715,2492,2769,3372,2586,2441
"ENSG00000258791.3",28,53,59,76,187,56
"ENSG00000139946.5",1125,947,675,883,809,554
"ENSG00000070269.9",280,224,240,277,246,180
"ENSG00000248550.3",9,17,9,16,11,22
"ENSG00000243388.1",15,21,11,11,9,6
"ENSG00000258592.1",7,10,9,8,15,6
"ENSG00000070367.11",1027,948,855,1081,928,550
"ENSG00000053770.7",296,240,298,388,299,215
"ENSG00000139977.9",292,280,289,418,311,229
"ENSG00000151812.10",8,13,18,30,19,9
"ENSG00000139971.11",15,16,16,27,21,12
"ENSG00000131966.9",513,478,364,526,381,143
"ENSG00000100567.8",1041,927,1043,1226,935,513
"ENSG00000258682.1",31,26,27,32,34,23
"ENSG00000257621.3",521,443,432,478,479,507
"ENSG00000180189.9",6,15,10,17,10,6
"ENSG00000268466.1",26,11,28,21,23,40
"ENSG00000032219.14",761,694,648,721,680,561
"ENSG00000196860.3",12,10,13,23,12,11
"ENSG00000100575.9",238,214,242,267,203,163
"ENSG00000100578.10",699,701,766,785,633,431
"ENSG00000258900.1",28,20,12,37,19,32
"ENSG00000165617.10",16,8,16,42,32,32
"ENSG00000213598.3",17,10,8,9,14,4
"ENSG00000100592.11",532,494,535,718,556,347
"ENSG00000181619.11",151,117,141,170,132,177
"ENSG00000126790.7",316,281,283,357,246,202
"ENSG00000050130.13",348,280,226,280,224,111
"ENSG00000151838.7",6,5,4,14,15,9
"ENSG00000139970.12",9,20,27,36,111,87
"ENSG00000131951.6",2,0,6,10,13,6
"ENSG00000126773.8",661,660,760,1050,813,557
"ENSG00000100612.9",316,263,177,235,186,60
"ENSG00000254718.2",6,17,5,10,10,7
"ENSG00000100614.13",791,689,764,848,725,520
"ENSG00000179008.4",14,10,28,44,37,24
"ENSG00000126778.7",29,22,12,34,27,26
"ENSG00000100625.8",338,305,315,454,274,192
"ENSG00000020426.6",359,300,376,356,338,153
"ENSG00000258445.3",12,9,14,22,9,11
"ENSG00000258485.2",26,31,27,25,29,25
"ENSG00000126814.6",311,283,269,454,305,168
"ENSG00000139974.11",259,207,219,259,211,157
"ENSG00000027075.9",336,265,141,209,75,45
"ENSG00000100644.12",823,755,716,845,889,561
"ENSG00000258667.1",87,91,67,86,120,101
"ENSG00000023608.4",231,254,236,284,226,122
"ENSG00000139973.11",11,11,7,30,21,8
"ENSG00000140015.15",36,31,70,108,63,52
"ENSG00000154001.9",775,652,607,798,616,412
"ENSG00000270878.1",23,14,15,17,15,30
"ENSG00000140006.7",153,139,146,195,163,72
"ENSG00000258645.2",1,2,4,10,15,8
"ENSG00000200693.1",5,17,16,10,10,3
"ENSG00000126821.7",260,221,150,234,143,51
"ENSG00000054654.11",86,80,62,259,211,73
"ENSG00000140009.14",27,22,7,29,30,10
"ENSG00000214770.2",12,5,19,12,5,8
"ENSG00000100714.11",2222,1776,1843,2246,1758,799
"ENSG00000272909.1",18,18,16,25,18,14
"ENSG00000089775.7",233,191,169,227,227,214
"ENSG00000179841.8",33,23,33,42,30,22
"ENSG00000126804.9",239,234,256,274,234,170
"ENSG00000126803.8",4,13,3,21,34,12
"ENSG00000165807.3",5,4,3,15,12,5
"ENSG00000126822.11",22,15,21,30,27,13
"ENSG00000070182.13",5232,4648,2706,3026,3142,2439
"ENSG00000258289.3",135,134,160,183,148,120
"ENSG00000257365.3",136,105,123,128,135,121
"ENSG00000176153.10",35,32,28,20,33,28
"ENSG00000139998.10",50,24,60,70,57,51
"ENSG00000125952.14",719,643,602,718,621,417
"ENSG00000259118.1",61,57,37,29,39,64
"ENSG00000033170.12",269,310,11,21,19,11
"ENSG00000224861.1",55,29,50,71,71,57
"ENSG00000171723.11",375,305,555,649,614,428
"ENSG00000258490.1",5,0,15,7,16,10
"ENSG00000172717.11",5,9,4,21,10,7
"ENSG00000072415.4",504,531,803,827,502,382
"ENSG00000100554.7",430,473,682,723,738,355
"ENSG00000134001.8",1096,1073,1182,1565,1359,541
"ENSG00000100558.4",11,5,3,16,7,3
"ENSG00000198133.4",14,7,2,16,14,13
"ENSG00000054690.9",776,740,271,351,281,252
"ENSG00000100564.4",267,227,234,375,273,126
"ENSG00000081181.3",640,602,1451,1770,1672,705
"ENSG00000100568.6",828,777,596,816,696,428
"ENSG00000258626.2",4,4,13,13,8,9
"ENSG00000072042.8",1274,1120,874,1223,954,557
"ENSG00000072121.11",738,635,608,796,700,568
"ENSG00000182185.14",340,241,299,300,258,264
"ENSG00000258837.1",9,12,17,14,11,22
"ENSG00000240210.2",15,14,18,13,6,4
"ENSG00000258477.1",8,12,9,7,5,10
"ENSG00000258623.1",5,2,10,10,4,5
"ENSG00000185650.8",719,553,932,1073,1082,1072
"ENSG00000072110.9",2186,1882,1771,2297,2114,1222
"ENSG00000139990.13",756,722,722,985,877,643
"ENSG00000259165.1",12,14,17,20,22,26
"ENSG00000258957.1",2,4,10,11,5,6
"ENSG00000081177.14",248,208,234,325,242,145
"ENSG00000100626.12",11,18,11,33,22,18
"ENSG00000100632.6",1013,995,887,1140,970,411
"ENSG00000029364.7",1127,1060,993,1401,1161,568
"ENSG00000175985.8",1,8,10,19,10,10
"ENSG00000267909.1",13,2,11,21,8,6
"ENSG00000100647.7",855,771,740,1054,710,547
"ENSG00000100650.11",3230,2746,2568,3311,2971,1920
"ENSG00000100652.4",13,12,21,14,15,20
"ENSG00000198732.6",11,3,1,24,9,4
"ENSG00000242071.2",126,110,93,133,88,31
"ENSG00000100678.14",18,6,10,32,135,89
"ENSG00000133983.10",89,98,107,131,139,44
"ENSG00000213463.3",35,31,124,147,105,93
"ENSG00000139985.5",17,3,8,19,5,2
"ENSG00000134007.3",35,19,22,22,33,16
"ENSG00000133997.7",305,290,308,295,252,170
"ENSG00000258951.1",72,68,40,33,20,33
"ENSG00000006432.11",263,210,51,94,98,44
"ENSG00000259153.1",20,10,0,2,0,1
"ENSG00000100731.11",311,278,382,542,524,466
"ENSG00000259146.2",13,7,22,15,9,5
"ENSG00000197555.5",808,648,861,1124,754,548
"ENSG00000259079.1",14,16,9,17,10,20
"ENSG00000266869.1",0,0,4,15,9,14
"ENSG00000182732.12",18,15,9,35,34,28
"ENSG00000205683.7",131,87,200,288,134,100
"ENSG00000119599.12",481,391,326,391,284,214
"ENSG00000259015.1",17,14,5,10,6,6
"ENSG00000165861.9",323,255,351,459,426,243
"ENSG00000258813.1",13,21,14,14,16,4
"ENSG00000119707.9",2264,1960,1473,1942,1453,1325
"ENSG00000080815.14",613,578,496,638,601,366
"ENSG00000100767.11",615,512,665,668,516,615
"ENSG00000258376.1",2,1,7,12,6,10
"ENSG00000258944.1",11,14,17,19,21,10
"ENSG00000133961.15",1541,1359,1540,1762,1565,1162
"ENSG00000187105.4",41,30,49,69,48,37
"ENSG00000119673.10",7,13,9,21,16,8
"ENSG00000119661.10",119,67,115,95,79,74
"ENSG00000176903.3",487,517,531,691,563,305
"ENSG00000156030.8",2512,2202,2279,2890,2755,2463
"ENSG00000264741.1",13,6,9,7,12,19
"ENSG00000140043.7",231,169,155,228,157,109
"ENSG00000119725.13",124,106,65,62,64,77
"ENSG00000258891.1",38,25,25,27,32,35
"ENSG00000156050.4",51,37,46,91,71,51
"ENSG00000119723.11",124,105,117,112,97,54
"ENSG00000187097.8",501,466,407,472,430,367
"ENSG00000119636.11",53,29,35,36,52,32
"ENSG00000119711.8",513,490,415,520,364,185
"ENSG00000205659.6",181,189,126,184,137,81
"ENSG00000119688.16",556,527,471,580,504,417
"ENSG00000258559.2",30,33,12,9,19,9
"ENSG00000133980.4",13,7,10,32,26,7
"ENSG00000119655.4",391,414,241,289,255,101
"ENSG00000165898.9",145,154,120,132,115,35
"ENSG00000119681.7",98,77,126,221,254,212
"ENSG00000258976.1",1,3,5,4,24,13
"ENSG00000119682.12",803,703,712,987,921,541
"ENSG00000119616.7",461,410,506,559,491,258
"ENSG00000119596.13",1516,1189,1364,1777,1578,1435
"ENSG00000119608.8",13,5,24,42,18,18
"ENSG00000119689.10",1122,1032,1037,1230,1069,735
"ENSG00000198208.7",144,119,110,120,119,95
"ENSG00000119630.9",19,11,21,32,31,26
"ENSG00000119718.6",461,377,356,449,347,149
"ENSG00000119684.11",326,350,439,502,425,413
"ENSG00000119640.4",205,241,177,220,180,119
"ENSG00000119703.12",96,67,123,137,108,81
"ENSG00000119638.8",1184,1027,1242,1583,1387,861
"ENSG00000170348.4",1609,1465,1373,1731,1513,663
"ENSG00000170345.5",797,688,299,349,631,598
"ENSG00000140044.8",61,70,73,88,214,121
"ENSG00000156127.6",2,2,0,9,33,18
"ENSG00000119686.5",18,9,16,14,18,13
"ENSG00000242951.1",21,10,19,22,16,10
"ENSG00000119685.15",615,527,548,770,607,541
"ENSG00000133935.6",585,537,454,585,510,210
"ENSG00000259103.1",5,7,14,13,6,5
"ENSG00000242488.2",11,10,2,9,8,31
"ENSG00000119650.8",72,80,72,81,75,35
"ENSG00000119699.3",48,42,37,47,42,34
"ENSG00000089916.13",1630,1415,1315,1656,1588,1094
"ENSG00000258454.1",28,19,5,3,9,4
"ENSG00000258402.1",16,10,0,0,0,0
"ENSG00000119715.10",1006,825,76,108,138,90
"ENSG00000212061.2",13,14,0,0,0,0
"ENSG00000071246.6",38,24,179,221,292,230
"ENSG00000258301.2",28,25,28,26,40,36
"ENSG00000013523.5",602,573,690,1007,875,402
"ENSG00000241081.1",10,9,12,10,6,4
"ENSG00000119669.3",940,889,883,1229,660,566
"ENSG00000198894.3",311,248,266,328,260,163
"ENSG00000165548.6",23,14,8,24,25,16
"ENSG00000177108.5",7,3,9,11,12,4
"ENSG00000009830.7",360,322,250,312,236,203
"ENSG00000100577.14",239,222,183,232,161,104
"ENSG00000100580.7",956,938,909,1188,962,704
"ENSG00000100583.4",13,19,17,20,26,12
"ENSG00000165555.5",27,16,20,32,21,7
"ENSG00000151445.11",393,396,334,469,301,235
"ENSG00000100591.3",986,904,854,1051,834,386
"ENSG00000100593.13",16,10,10,11,15,9
"ENSG00000100596.2",1635,1467,1570,2050,1747,1113
"ENSG00000240233.2",8,9,14,10,11,12
"ENSG00000100601.5",201,201,209,238,195,87
"ENSG00000258917.1",9,6,5,4,11,15
"ENSG00000119705.5",443,510,429,576,437,173
"ENSG00000100603.9",1496,1198,1130,1409,1165,726
"ENSG00000063761.11",379,339,180,223,199,126
"ENSG00000021645.13",51,29,20,62,70,27
"ENSG00000100629.12",191,138,224,275,254,304
"ENSG00000165409.11",12,11,17,25,28,8
"ENSG00000165417.7",573,551,559,642,547,386
"ENSG00000270343.1",24,23,13,31,21,31
"ENSG00000140022.5",1720,1594,2849,3710,3175,2000
"ENSG00000242163.1",13,12,21,22,25,33
"ENSG00000258605.1",3,3,9,17,11,13
"ENSG00000071537.9",795,755,823,1091,1052,509
"ENSG00000185070.6",19,11,5,18,14,0
"ENSG00000054983.12",494,509,445,563,475,209
"ENSG00000259096.1",9,3,9,10,10,3
"ENSG00000100433.11",10,8,7,9,20,5
"ENSG00000042317.12",102,90,85,98,73,60
"ENSG00000070778.8",76,63,91,115,77,75
"ENSG00000100722.14",960,808,865,977,810,634
"ENSG00000165521.11",54,50,66,96,110,49
"ENSG00000165533.14",303,224,182,249,160,100
"ENSG00000053254.11",80,58,348,514,338,265
"ENSG00000200312.1",197,236,194,292,437,80
"ENSG00000140025.11",141,140,109,153,106,75
"ENSG00000230997.4",11,9,23,17,18,6
"ENSG00000042088.9",541,539,501,631,519,296
"ENSG00000100764.9",994,886,759,968,764,372
"ENSG00000119720.13",450,310,418,471,430,335
"ENSG00000198668.6",898,886,857,1134,914,431
"ENSG00000165914.10",1083,929,1397,1759,1421,1081
"ENSG00000258935.1",22,15,20,27,25,29
"ENSG00000259163.1",18,11,21,27,27,27
"ENSG00000258437.1",13,9,17,13,19,5
"ENSG00000258716.1",18,7,12,16,19,15
"ENSG00000213315.4",24,16,13,16,21,8
"ENSG00000100784.5",199,148,175,230,192,156
"ENSG00000133943.16",681,591,620,661,698,672
"ENSG00000119714.6",407,324,382,540,383,246
"ENSG00000258875.1",20,14,22,12,18,22
"ENSG00000260810.1",48,69,84,75,81,46
"ENSG00000015133.14",1254,1159,1265,1513,970,879
"ENSG00000100796.13",1401,1211,1407,1637,1335,1101
"ENSG00000133962.3",25,17,52,85,31,24
"ENSG00000260711.1",0,2,43,89,23,6
"ENSG00000165929.8",28,42,765,831,175,112
"ENSG00000140092.10",10,14,6,23,22,2
"ENSG00000100815.8",775,707,844,876,904,710
"ENSG00000066427.17",312,272,290,359,324,237
"ENSG00000183648.5",335,267,309,351,274,115
"ENSG00000165934.8",1314,1264,1254,1507,1222,747
"ENSG00000140090.13",17,11,13,19,20,7
"ENSG00000100599.11",29,24,55,75,53,51
"ENSG00000100600.10",16,19,93,136,51,24
"ENSG00000066455.8",600,513,727,838,721,577
"ENSG00000100604.8",12,6,11,35,19,15
"ENSG00000100605.12",836,791,677,908,875,508
"ENSG00000258730.1",19,7,15,17,10,11
"ENSG00000165943.4",213,156,247,246,233,106
"ENSG00000153485.5",33,32,44,48,52,17
"ENSG00000170270.4",67,48,55,84,62,37
"ENSG00000012963.9",622,542,480,672,524,240
"ENSG00000011114.10",510,469,505,485,513,426
"ENSG00000133958.9",51,47,45,104,77,47
"ENSG00000100628.7",8,13,5,19,22,11
"ENSG00000089723.5",39,24,49,61,45,39
"ENSG00000089737.11",2448,2231,2007,2585,2132,1142
"ENSG00000165948.6",405,321,225,271,247,158
"ENSG00000165949.8",61,52,36,58,29,32
"ENSG00000119632.3",31,24,43,52,89,26
"ENSG00000119698.7",9,13,7,15,12,4
"ENSG00000140093.5",5,4,12,6,14,3
"ENSG00000186910.3",5,3,3,22,10,2
"ENSG00000188488.9",6,4,4,19,13,5
"ENSG00000100697.10",1107,1039,941,1282,826,571
"ENSG00000165959.7",19,24,10,40,50,19
"ENSG00000229645.4",0,2,0,8,26,10
"ENSG00000176438.8",87,72,54,108,255,155
"ENSG00000247092.2",391,313,293,419,346,182
"ENSG00000252481.1",844,903,855,635,598,351
"ENSG00000182512.4",1044,1077,809,1096,1210,383
"ENSG00000258927.1",1,6,69,83,154,106
"ENSG00000270038.1",0,0,21,27,77,27
"ENSG00000187621.10",1,1,3,11,14,7
"ENSG00000168398.5",14,16,13,24,24,10
"ENSG00000066739.7",838,832,956,1009,787,565
"ENSG00000100744.10",162,136,111,152,92,59
"ENSG00000140057.4",110,117,54,67,50,28
"ENSG00000260806.1",23,52,18,23,37,13
"ENSG00000090060.13",2487,2210,2432,3132,2668,1864
"ENSG00000100749.3",1490,1319,1385,1538,1173,641
"ENSG00000225163.3",8,8,21,13,14,37
"ENSG00000232573.1",103,137,76,113,99,27
"ENSG00000234648.1",12,12,10,11,8,2
"ENSG00000127152.13",13,17,11,34,12,10
"ENSG00000183576.8",841,725,775,1010,804,550
"ENSG00000272439.1",12,2,7,1,10,6
"ENSG00000090061.13",719,568,607,738,664,568
"ENSG00000205476.4",519,434,335,420,244,202
"ENSG00000182218.5",14,18,12,21,32,18
"ENSG00000036530.4",9,10,4,19,14,7
"ENSG00000066629.12",23,17,19,37,31,20
"ENSG00000196405.8",1071,977,905,1025,879,981
"ENSG00000242888.1",39,25,26,32,32,23
"ENSG00000258693.1",12,2,7,11,9,9
"ENSG00000168350.6",272,208,260,317,248,241
"ENSG00000100811.6",2295,2247,2065,2562,2054,1482
"ENSG00000258904.1",27,17,18,3,20,12
"ENSG00000197119.8",424,402,397,401,270,272
"ENSG00000140105.13",4158,3723,4078,5595,4579,2587
"ENSG00000258521.1",29,19,42,26,47,30
"ENSG00000258581.2",20,12,10,23,24,31
"ENSG00000176473.9",147,152,121,222,151,111
"ENSG00000258620.1",20,9,5,12,13,9
"ENSG00000183092.11",53,41,32,62,77,57
"ENSG00000185559.9",11868,10813,14289,22393,14643,6022
"ENSG00000273087.1",6,8,8,9,13,24
"ENSG00000254656.1",21,12,7,49,23,9
"ENSG00000258512.1",3,8,14,29,25,17
"ENSG00000078304.15",5928,4967,6241,7034,5840,5038
"ENSG00000259088.1",97,95,86,96,117,87
"ENSG00000207208.1",28,21,21,35,27,46
"ENSG00000256705.3",46,25,48,44,50,24
"ENSG00000259161.2",23,11,14,16,22,10
"ENSG00000271780.1",63,52,39,58,49,56
"ENSG00000197102.6",25686,22152,24963,30849,24823,14619
"ENSG00000259013.2",25,30,19,12,9,19
"ENSG00000258959.1",22,17,28,26,15,17
"ENSG00000080824.14",28626,25428,20545,23547,19817,9827
"ENSG00000140153.13",564,424,436,591,507,372
"ENSG00000080823.17",136,115,118,126,134,106
"ENSG00000022976.11",242,229,205,287,278,258
"ENSG00000100865.10",364,301,264,352,205,146
"ENSG00000196663.11",204,173,203,258,256,184
"ENSG00000156381.4",1935,1702,1009,1274,992,752
"ENSG00000259230.1",67,51,64,66,64,132
"ENSG00000089902.8",2394,2052,2289,2785,2353,1657
"ENSG00000230988.3",20,19,18,29,24,13
"ENSG00000131323.10",895,752,866,1085,1217,1039
"ENSG00000166126.6",25,11,38,37,54,37
"ENSG00000198752.5",1441,1232,1936,2366,2443,2194
"ENSG00000259515.1",8,1,4,3,14,14
"ENSG00000213176.4",4,11,10,17,4,7
"ENSG00000205436.3",192,159,240,260,287,320
"ENSG00000185215.4",1633,1444,1728,2075,1417,1206
"ENSG00000270705.1",1,0,21,22,15,16
"ENSG00000100664.6",2835,2583,2367,2707,3327,1706
"ENSG00000272533.1",37,31,12,21,19,6
"ENSG00000075413.13",2766,2341,2109,2549,2308,1818
"ENSG00000244691.1",23,22,22,8,17,14
"ENSG00000166165.8",4005,3799,4288,5315,4203,2411
"ENSG00000260285.1",111,113,108,125,104,103
"ENSG00000166166.8",226,208,220,241,245,188
"ENSG00000166170.9",465,465,416,508,516,322
"ENSG00000126214.16",1123,950,781,1008,896,770
"ENSG00000256053.3",150,162,170,186,134,127
"ENSG00000246451.2",262,223,204,208,211,253
"ENSG00000270108.1",20,21,28,19,23,10
"ENSG00000269910.1",14,11,5,11,12,13
"ENSG00000269940.1",13,6,22,13,14,18
"ENSG00000269958.1",151,133,118,133,149,109
"ENSG00000126215.9",940,911,850,989,824,714
"ENSG00000224997.1",57,39,21,25,47,33
"ENSG00000269963.1",84,68,59,52,51,50
"ENSG00000100711.9",457,453,325,439,378,282
"ENSG00000088808.12",27,32,18,53,64,37
"ENSG00000156411.5",810,752,786,1106,801,172
"ENSG00000156414.14",17,14,14,41,22,16
"ENSG00000166183.11",17,10,3,18,31,2
"ENSG00000066735.10",24,21,21,45,75,20
"ENSG00000258986.2",18,22,8,27,24,4
"ENSG00000184601.6",14,8,13,10,13,15
"ENSG00000203485.8",1048,983,930,1231,1161,997
"ENSG00000258858.1",33,14,7,13,25,14
"ENSG00000185100.6",238,190,193,219,199,147
"ENSG00000184990.8",700,637,483,560,547,209
"ENSG00000142208.11",2091,1837,1811,2511,2264,1569
"ENSG00000179627.9",312,288,282,384,408,219
"ENSG00000258701.1",47,40,63,57,80,75
"ENSG00000099814.11",679,573,606,674,785,838
"ENSG00000166428.8",7,3,19,30,12,12
"ENSG00000185567.6",179,145,152,363,296,161
"ENSG00000140104.9",88,79,96,155,137,72
"ENSG00000170779.10",852,794,956,1148,824,449
"ENSG00000183484.7",13,7,35,43,30,16
"ENSG00000184916.4",1415,1202,1054,1367,1069,947
"ENSG00000183828.10",362,314,184,274,234,108
"ENSG00000185024.11",1251,1084,881,1004,819,724
"ENSG00000184887.9",115,68,58,64,55,60
"ENSG00000179364.9",788,684,805,1017,867,814
"ENSG00000242085.1",14,10,16,23,7,33
"ENSG00000226174.2",65,43,72,70,78,85
"ENSG00000251602.2",51,23,41,51,57,39
"ENSG00000182979.13",2385,2106,1933,2472,2148,1801
"ENSG00000257270.1",59,49,39,54,49,21
"ENSG00000182809.6",53,48,70,117,92,51
"ENSG00000213145.5",14,14,17,17,15,20
"ENSG00000185347.13",272,254,177,208,202,197
"ENSG00000184986.6",5,6,5,17,19,3
"ENSG00000234402.1",0,3,5,19,16,22
"ENSG00000225200.2",26,14,22,25,29,22
"ENSG00000211958.2",17,10,17,5,21,15
"ENSG00000211959.2",17,21,26,31,63,35
"ENSG00000253467.1",10,3,12,17,10,2
"ENSG00000228966.2",11,8,12,9,6,20
"ENSG00000232216.1",18,22,24,37,18,11
"ENSG00000187156.4",336,305,230,372,304,208
"ENSG00000253465.1",9,2,13,10,6,1
"ENSG00000211961.2",3,5,12,4,5,11
"ENSG00000229092.2",5,11,6,4,15,6
"ENSG00000258628.1",18,9,13,24,16,12
"ENSG00000259156.3",10,2,8,8,13,4
"ENSG00000180229.8",1454,1293,1028,1214,948,867
"ENSG00000215405.3",8,6,2,12,16,10
"ENSG00000258590.1",9,7,314,371,242,139
"ENSG00000260409.1",1,3,63,89,252,126
"ENSG00000258710.3",0,2,10,15,23,32
"ENSG00000258883.1",0,0,18,34,20,14
"ENSG00000237161.3",21,13,183,213,672,867
"ENSG00000247765.1",10,6,68,79,222,205
"ENSG00000259176.1",3,2,11,17,13,13
"ENSG00000258721.2",6,11,9,16,4,10
"ENSG00000182974.2",7,4,5,13,17,5
"ENSG00000259261.2",10,10,10,7,4,1
"ENSG00000259689.1",182,167,113,166,125,109
"ENSG00000197414.8",11,32,10,22,14,11
"ENSG00000153575.6",543,470,567,733,431,292
"ENSG00000068793.13",2631,2304,3209,4277,3795,1702
"ENSG00000140157.10",767,620,721,923,765,387
"ENSG00000170113.11",1681,1474,1113,1420,1070,636
"ENSG00000259344.1",27,23,3,7,5,3
"ENSG00000259425.1",44,46,42,51,55,22
"ENSG00000187667.6",248,213,213,209,126,152
"ENSG00000153666.5",12,12,13,20,41,8
"ENSG00000140181.10",3830,3200,3429,3646,2975,3284
"ENSG00000259455.1",15,11,6,28,33,10
"ENSG00000175676.11",7,2,6,13,10,1
"ENSG00000259145.2",7,11,16,10,17,9
"ENSG00000261739.2",7,10,9,13,11,4
"ENSG00000174450.7",28,11,11,19,25,15
"ENSG00000179455.6",462,427,396,473,413,271
