ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1682232	1.96E-07	1.93E-08	-1.22E+01	8.8248689	-0.47351496	225735604	MIER1	MIER1 transcriptional regulator
ILMN_1659463	1.96E-07	1.93E-08	-1.22E+01	8.8235578	-0.59559652	32483365	APAF1	apoptotic peptidase activating factor 1
ILMN_1794492	1.97E-07	1.93E-08	-1.22E+01	8.8225902	-0.52808088	93141222	HOXC6	homeobox C6
ILMN_1657483	1.97E-07	1.94E-08	-1.21E+01	8.8211807	-0.40902711	114520590	SEC23B	"Sec23 homolog B, coat complex II component"
ILMN_1810387	1.97E-07	1.94E-08	1.21E+01	8.8189973	0.44912112	209413734	PLAA	phospholipase A2 activating protein
ILMN_1782611	1.98E-07	1.94E-08	1.21E+01	8.8167133	0.49728501	NA		
ILMN_1725427	1.98E-07	1.94E-08	-1.21E+01	8.8162831	-0.61886931	37704380	B2M	beta-2-microglobulin
ILMN_2384122	1.98E-07	1.95E-08	1.21E+01	8.814335	0.44382125	589269199	ADGRG1	adhesion G protein-coupled receptor G1
ILMN_1658800	1.98E-07	1.95E-08	1.21E+01	8.8141965	0.45374718	148727367	BRPF3	bromodomain and PHD finger containing 3
ILMN_2072178	1.98E-07	1.95E-08	1.21E+01	8.8127273	0.42151171	157694509	ECHDC3	enoyl-CoA hydratase domain containing 3
ILMN_2099783	1.99E-07	1.96E-08	1.21E+01	8.8102593	0.45178042	312032444	ATP6V1F	ATPase H+ transporting V1 subunit F
ILMN_1677239	1.99E-07	1.96E-08	1.21E+01	8.8086432	0.68833795	169646280	CCDC14	coiled-coil domain containing 14
ILMN_1665781	1.99E-07	1.96E-08	-1.21E+01	8.8082193	-0.61293264	NA		
ILMN_2213297	2.00E-07	1.97E-08	-1.21E+01	8.8041723	-0.50240765	554506494	C11orf54	chromosome 11 open reading frame 54
ILMN_1707791	2.00E-07	1.97E-08	-1.21E+01	8.8024101	-0.55469034	744066794	TAZ	tafazzin
ILMN_1790637	2.00E-07	1.97E-08	1.21E+01	8.8000412	0.48648865	170932470	C11orf80	chromosome 11 open reading frame 80
ILMN_1715968	2.02E-07	1.99E-08	1.21E+01	8.7919027	0.47076397	619329019	KMT2B	lysine methyltransferase 2B
ILMN_2140510	2.02E-07	1.99E-08	1.21E+01	8.7894479	0.58243893	269973861	KLHL13	kelch like family member 13
ILMN_1810176	2.02E-07	1.99E-08	1.21E+01	8.7892403	0.47684247	395132443	MAP3K7	mitogen-activated protein kinase kinase kinase 7
ILMN_1675130	2.02E-07	2.00E-08	1.21E+01	8.7887621	0.50391551	350529394	NFIC	nuclear factor I C
ILMN_1670263	2.03E-07	2.01E-08	1.21E+01	8.7826154	0.43886021	213021159	CNST	"consortin, connexin sorting protein"
ILMN_2149566	2.03E-07	2.01E-08	1.21E+01	8.7825423	0.56046003	527498273	VPS25	vacuolar protein sorting 25 homolog
ILMN_3262849	2.03E-07	2.01E-08	1.21E+01	8.7825175	0.43309903	NA		
ILMN_3225358	2.04E-07	2.01E-08	1.21E+01	8.7805552	0.50018149	NA		
ILMN_1710124	2.04E-07	2.02E-08	1.21E+01	8.7770932	0.56665556	998429254	CMTM8	CKLF like MARVEL transmembrane domain containing 8
ILMN_3251506	2.04E-07	2.02E-08	1.21E+01	8.7770886	0.52996999	1007379436	ZNF69	zinc finger protein 69
ILMN_1678032	2.04E-07	2.02E-08	-1.21E+01	8.7753029	-0.53482364	375331886	NR1H2	nuclear receptor subfamily 1 group H member 2
ILMN_2286024	2.05E-07	2.03E-08	-1.21E+01	8.7723408	-0.49980629	528881093	CTPS2	CTP synthase 2
ILMN_2352448	2.05E-07	2.03E-08	1.21E+01	8.7720889	0.40600096	526479862	NSUN5P1	NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
ILMN_1801504	2.05E-07	2.03E-08	1.21E+01	8.7712439	0.4538167	169790829	RUNX1	runt related transcription factor 1
ILMN_1729281	2.05E-07	2.03E-08	-1.21E+01	8.7690511	-0.42135833	345196208	SPHK2	sphingosine kinase 2
ILMN_1766094	2.06E-07	2.04E-08	-1.21E+01	8.766206	-0.40958571	294489342	MOSPD2	motile sperm domain containing 2
ILMN_3284119	2.06E-07	2.04E-08	1.21E+01	8.7655796	0.58133242	NA		
ILMN_1726720	2.06E-07	2.04E-08	-1.21E+01	8.7653208	-0.49648099	341865558	NUSAP1	nucleolar and spindle associated protein 1
ILMN_2353033	2.06E-07	2.04E-08	1.21E+01	8.7651162	0.59715815	100816391	FUBP3	far upstream element binding protein 3
ILMN_1773742	2.06E-07	2.04E-08	-1.21E+01	8.7633504	-0.5454455	313482783	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
ILMN_2069632	2.06E-07	2.04E-08	-1.21E+01	8.7627513	-0.44721991	194306536	GTSF1	gametocyte specific factor 1
ILMN_1657837	2.07E-07	2.05E-08	-1.21E+01	8.7620581	-0.53347988	217416361	ZC3H8	zinc finger CCCH-type containing 8
ILMN_1901769	2.07E-07	2.05E-08	-1.21E+01	8.7602117	-0.53516728	13417046		
ILMN_1685978	2.07E-07	2.05E-08	1.21E+01	8.7593272	0.43352519	324072717	ATPIF1	ATPase inhibitory factor 1
ILMN_1760855	2.07E-07	2.05E-08	1.21E+01	8.7590021	0.44743469	21396493	OCRL	"OCRL, inositol polyphosphate-5-phosphatase"
ILMN_1742827	2.07E-07	2.05E-08	1.21E+01	8.758508	0.47171166	82546829	EXOC4	exocyst complex component 4
ILMN_2388155	2.08E-07	2.06E-08	1.21E+01	8.754284	0.46778112	73622122	CASP3	caspase 3
ILMN_1660519	2.09E-07	2.07E-08	1.21E+01	8.7473024	0.44499155	70608184	C3orf70	chromosome 3 open reading frame 70
ILMN_1760779	2.09E-07	2.08E-08	1.21E+01	8.746484	0.4584762	46389551	ENSA	endosulfine alpha
ILMN_1704537	2.10E-07	2.08E-08	-1.21E+01	8.7432514	-0.44057974	217272837	PHGDH	phosphoglycerate dehydrogenase
ILMN_1813277	2.10E-07	2.09E-08	-1.21E+01	8.7415355	-0.55997632	387849299	SUPT3H	"SPT3 homolog, SAGA and STAGA complex component"
ILMN_1667551	2.10E-07	2.09E-08	-1.21E+01	8.7409235	-0.52867285	300360484	GUSBP2	"glucuronidase, beta pseudogene 2"
ILMN_1660368	2.10E-07	2.09E-08	1.21E+01	8.7401704	0.51919738	347360920	TRRAP	transformation/transcription domain associated protein
ILMN_2151522	2.11E-07	2.09E-08	1.21E+01	8.738418	0.43413522	302148476	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1
ILMN_1715069	2.11E-07	2.10E-08	-1.21E+01	8.7362156	-0.4885213	19743568	TANK	TRAF family member associated NFKB activator
ILMN_1796830	2.11E-07	2.10E-08	-1.21E+01	8.7349346	-0.46562809	NA		
ILMN_1653161	2.11E-07	2.10E-08	-1.21E+01	8.7337918	-0.42785658	209693438	SNCG	synuclein gamma
ILMN_2413644	2.11E-07	2.10E-08	-1.21E+01	8.7333339	-0.44314677	325974473	TM4SF19	transmembrane 4 L six family member 19
ILMN_2242403	2.12E-07	2.10E-08	-1.21E+01	8.7326098	-0.42863349	371940932	DGUOK	deoxyguanosine kinase
ILMN_1657796	2.12E-07	2.11E-08	-1.21E+01	8.7317141	-0.51399096	44890051	STMN1	stathmin 1
ILMN_1719170	2.13E-07	2.12E-08	1.21E+01	8.7265434	0.44493	30795189	WBSCR27	Williams Beuren syndrome chromosome region 27
ILMN_1675709	2.13E-07	2.12E-08	1.21E+01	8.7262469	0.51078935	527498251	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
ILMN_2393067	2.13E-07	2.12E-08	1.21E+01	8.7239585	0.60591181	340139837	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
ILMN_2387919	2.14E-07	2.13E-08	1.21E+01	8.7204818	0.60672279	100913191	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2
ILMN_2170949	2.14E-07	2.13E-08	-1.21E+01	8.7188899	-0.55970759	23111022	SNX10	sorting nexin 10
ILMN_2311674	2.14E-07	2.13E-08	1.21E+01	8.7181815	0.45256765	NA		
ILMN_1711223	2.14E-07	2.13E-08	-1.20E+01	8.717	-0.4654751	NA		
ILMN_1763901	2.15E-07	2.14E-08	1.20E+01	8.7120705	0.43491727	NA		
ILMN_1814282	2.15E-07	2.15E-08	1.20E+01	8.711189	0.79500283	194239665	AEN	apoptosis enhancing nuclease
ILMN_1765459	2.16E-07	2.15E-08	1.20E+01	8.7100781	0.45534342	66737369	S100A13	S100 calcium binding protein A13
ILMN_1783285	2.16E-07	2.15E-08	1.20E+01	8.7089766	0.4816496	669033296	CTPS1	CTP synthase 1
ILMN_2365595	2.16E-07	2.16E-08	1.20E+01	8.7059967	0.40751598	545688773	GMPR2	guanosine monophosphate reductase 2
ILMN_2043569	2.17E-07	2.16E-08	-1.20E+01	8.702327	-0.47860971	294489342	MOSPD2	motile sperm domain containing 2
ILMN_1762666	2.17E-07	2.16E-08	-1.20E+01	8.7022282	-0.47187751	545478098	DHRS4	dehydrogenase/reductase 4
ILMN_1682494	2.17E-07	2.16E-08	-1.20E+01	8.7021525	-0.50862443	427197589	RSRC1	arginine and serine rich coiled-coil 1
ILMN_1683146	2.17E-07	2.17E-08	1.20E+01	8.7015339	0.57530122	56682958	FTH1	ferritin heavy chain 1
ILMN_1789492	2.17E-07	2.17E-08	1.20E+01	8.7000175	0.4723672	297206815	ZDHHC8	zinc finger DHHC-type containing 8
ILMN_2106818	2.18E-07	2.17E-08	-1.20E+01	8.6971263	-0.40047607	222080052	MBIP	MAP3K12 binding inhibitory protein 1
ILMN_1712095	2.18E-07	2.17E-08	-1.20E+01	8.6971144	-0.56711967	283436081	FOXO4	forkhead box O4
ILMN_1769883	2.19E-07	2.18E-08	-1.20E+01	8.6929691	-0.42112267	260099674	IDE	insulin degrading enzyme
ILMN_1767068	2.19E-07	2.18E-08	1.20E+01	8.692707	0.45802006	236465646	SMAD6	SMAD family member 6
ILMN_3231820	2.19E-07	2.19E-08	1.20E+01	8.6905206	0.55063554	119393886	SIVA1	SIVA1 apoptosis inducing factor
ILMN_2274775	2.19E-07	2.19E-08	-1.20E+01	8.6886767	-0.44556357	148612886	SLC44A4	solute carrier family 44 member 4
ILMN_1665887	2.19E-07	2.19E-08	-1.20E+01	8.6877613	-0.481613	735997409	WDR61	WD repeat domain 61
ILMN_1790533	2.20E-07	2.20E-08	-1.20E+01	8.6837125	-0.46666519	154354967	PHACTR2	phosphatase and actin regulator 2
ILMN_1699451	2.20E-07	2.21E-08	-1.20E+01	8.6821492	-0.42500346	NA		
ILMN_1658635	2.21E-07	2.21E-08	-1.20E+01	8.6794573	-0.55795354	194578886	CLGN	calmegin
ILMN_1739454	2.21E-07	2.21E-08	-1.20E+01	8.6792269	-0.46538587	110347426	USP34	ubiquitin specific peptidase 34
ILMN_1666049	2.22E-07	2.22E-08	1.20E+01	8.6763221	0.67809063	526253067	NUP214	nucleoporin 214
ILMN_1794844	2.22E-07	2.22E-08	-1.20E+01	8.6761243	-0.42914532	318037251	THRSP	thyroid hormone responsive
ILMN_1655195	2.22E-07	2.22E-08	-1.20E+01	8.6745718	-0.5519562	NA		
ILMN_1761519	2.22E-07	2.23E-08	1.20E+01	8.6716828	0.45851041	111494227	EIF4G2	eukaryotic translation initiation factor 4 gamma 2
ILMN_1697460	2.22E-07	2.23E-08	-1.20E+01	8.6708962	-0.61315372	1043916019	REEP6	receptor accessory protein 6
ILMN_2124361	2.23E-07	2.23E-08	-1.20E+01	8.6686515	-0.46495197	98162728	LEAP2	liver enriched antimicrobial peptide 2
ILMN_1779401	2.24E-07	2.24E-08	-1.20E+01	8.664299	-0.4984335	156071504	CHP1	calcineurin like EF-hand protein 1
ILMN_1688070	2.24E-07	2.24E-08	1.20E+01	8.6638077	0.43426263	NA		
ILMN_1807981	2.25E-07	2.26E-08	1.20E+01	8.6572804	0.58943139	NA		
ILMN_2180827	2.25E-07	2.26E-08	1.20E+01	8.6554867	0.55913738	303521261	MEPCE	methylphosphate capping enzyme
ILMN_1804328	2.26E-07	2.26E-08	1.20E+01	8.6536457	0.4774795	33946331	WWP1	WW domain containing E3 ubiquitin protein ligase 1
ILMN_2354855	2.26E-07	2.27E-08	1.20E+01	8.6504702	0.5105397	109148511	OTUB1	"OTU deubiquitinase, ubiquitin aldehyde binding 1"
ILMN_1729175	2.27E-07	2.28E-08	1.20E+01	8.6479861	0.43049355	48928040	FBXO3	F-box protein 3
ILMN_1770822	2.27E-07	2.28E-08	-1.20E+01	8.6473438	-0.49692594	56243494	RPS6KA3	ribosomal protein S6 kinase A3
ILMN_2119224	2.27E-07	2.28E-08	1.20E+01	8.6465264	0.50712786	325197180	KIFAP3	kinesin associated protein 3
ILMN_2323048	2.28E-07	2.29E-08	-1.20E+01	8.6440716	-0.47896862	77628150	ERP29	endoplasmic reticulum protein 29
