"sample","group","PC1","PC2","PC1_percent","PC2_percent"
"GSM3421746","Parental",-43.1230774612726,-0.717282196059,95.13,1.395
"GSM3421747","Parental",-43.3520862380044,-0.826542384580153,95.13,1.395
"GSM3421748","Parental",-43.2720930749094,1.55660118791807,95.13,1.395
"GSM3421752","Resistant",43.1660148404573,-8.00616327329671,95.13,1.395
"GSM3421753","Resistant",43.2775339622943,-1.70091743307893,95.13,1.395
"GSM3421754","Resistant",43.3037079714348,9.69430409909668,95.13,1.395
