"ID","GEO2R_logFC","scripted_logFC","GEO2R_adjP","scripted_adjP"
"ILMN_1678049",0.03478684,0.0347868433333343,0.582,0.582329188698701
"ILMN_1678051",0.07673189,0.0767318943333333,0.297,0.297126601260747
"ILMN_1678052",0.13909305,0.139093047666668,0.0833,0.0832655170793865
"ILMN_1678054",0.26435406,0.264354060000001,0.00536,0.00536286178908793
"ILMN_1678061",0.15177566,0.151775656999999,0.00817,0.00816983314509632
"ILMN_1678065",-0.03417609,-0.0341760916666658,0.59,0.589757470717825
"ILMN_1678066",0.00708755,0.0070875500000005,0.946,0.945527295334787
"ILMN_1678075",-0.35516462,-0.355164620666665,1.45e-06,1.45140686697314e-06
"ILMN_1678080",-0.19677593,-0.196775933333331,0.00622,0.00622461255943444
"ILMN_1678086",-0.6129454,-0.612945398,1.58e-08,1.58054348696605e-08
"ILMN_1678087",0.47494182,0.474941820000002,3.17e-06,3.17147245542523e-06
"ILMN_1678095",-0.10502055,-0.105020548333332,0.0639,0.0639262614115781
"ILMN_1678097",0.07106283,0.0710628340000001,0.243,0.242916210376172
"ILMN_1678116",-0.03951802,-0.0395180193333333,0.638,0.638081665956696
"ILMN_1678129",0.01118698,0.0111869786666672,0.881,0.880743956892896
"ILMN_1678132",0.00465181,0.00465180900000295,0.959,0.958965117850439
"ILMN_1678140",0.13833928,0.138339283333334,0.0171,0.0170707729379533
"ILMN_1678141",0.07816332,0.0781633189999997,0.162,0.162042614282889
"ILMN_1678143",0.24178659,0.241786589999998,4.67e-05,4.66832797798066e-05
"ILMN_1678145",-0.01267308,-0.0126730823333334,0.886,0.886086500739388
"ILMN_1678148",0.01454041,0.0145404110000023,0.863,0.863433043511019
"ILMN_1678150",0.02509434,0.0250943426666685,0.76,0.760057602691552
"ILMN_1678159",-0.0262662,-0.0262662016666662,0.764,0.763953716830882
"ILMN_1678165",0.93317541,0.93317541,9.81e-11,9.81440642125168e-11
"ILMN_1678170",-0.54985141,-0.549851405666667,1.86e-07,1.86287041286001e-07
"ILMN_1678173",-0.42225679,-0.422256791000001,2.49e-05,2.48911540218624e-05
"ILMN_1678176",-0.00301786,-0.00301786399999937,0.977,0.977242924488143
"ILMN_1678179",-0.02443636,-0.0244363619999977,0.775,0.774602943011951
"ILMN_1678183",-0.00439559,-0.00439558533333262,0.964,0.964295548092054
"ILMN_1678186",0.01697918,0.016979179333334,0.839,0.839464861865971
"ILMN_1678189",-0.01008228,-0.0100822806666656,0.911,0.910779321942495
"ILMN_1678191",-0.05610657,-0.0561065666666671,0.379,0.378524124088652
"ILMN_1678203",0.02034699,0.0203469930000004,0.858,0.857610812294994
"ILMN_1678204",0.03512777,0.0351277749999994,0.582,0.581504006441884
"ILMN_1678208",0.04629762,0.0462976150000021,0.397,0.396965542845845
"ILMN_1678212",-0.03041403,-0.0304140336666672,0.71,0.710460172701299
"ILMN_1678215",0.07736352,0.0773635183333345,0.13,0.12992465906617
"ILMN_1678217",0.02781477,0.0278147683333358,0.771,0.771499926200432
"ILMN_1678233",0.06174866,0.0617486630000013,0.232,0.231784022013271
"ILMN_1678234",0.04001285,0.0400128483333333,0.552,0.55209668582087
"ILMN_1678235",0.03242163,0.0324216346666653,0.668,0.668300367367212
"ILMN_1678236",0.07665483,0.076654830333335,0.129,0.128825096351511
"ILMN_1678238",0.01187984,0.0118798360000021,0.905,0.904736898863311
"ILMN_1678242",0.00506268,0.00506268166666679,0.959,0.958877089535392
"ILMN_1678244",-0.01291523,-0.0129152263333339,0.879,0.878997252541223
"ILMN_1678246",0.04240463,0.0424046330000003,0.721,0.720928208584583
"ILMN_1678252",-0.09159872,-0.0915987250000008,0.0814,0.0814009892499659
"ILMN_1678255",0.00309341,0.00309340899999988,0.973,0.972933681461975
"ILMN_1678260",0.05913169,0.0591316906666686,0.285,0.284862225774204
"ILMN_1678262",-0.00665667,-0.00665666833333223,0.947,0.946634233367082
"ILMN_1678265",-0.07732723,-0.0773272346666651,0.154,0.154023048473285
"ILMN_1678268",-0.19825134,-0.198251337333334,0.000672,0.000672108735002481
"ILMN_1678280",0.02786681,0.0278668086666647,0.688,0.688109066742754
"ILMN_1678290",0.05155501,0.0515550119999997,0.351,0.350794483275827
"ILMN_1678292",0.03465922,0.0346592229999994,0.635,0.635423321511558
"ILMN_1678293",0.15920272,0.159202717999999,0.00168,0.00168192546427734
"ILMN_1678296",-0.06789276,-0.0678927583333335,0.187,0.187131834759689
"ILMN_1678300",0.17802234,0.178022343333335,0.0477,0.0476867358761615
"ILMN_1678305",0.0528969,0.0528969049999981,0.398,0.398147790233892
"ILMN_1678306",-0.11163898,-0.111638982666666,0.0639,0.063935224582723
"ILMN_1678310",0.02832982,0.028329820999998,0.698,0.698405668194137
"ILMN_1678312",-0.00328651,-0.00328651466666674,0.973,0.973145208719929
"ILMN_1678314",-0.02830464,-0.028304639333335,0.699,0.698737569527386
"ILMN_1678318",0.04684233,0.046842334333336,0.441,0.440904581053663
"ILMN_1678323",0.04785588,0.0478558770000008,0.369,0.369118367018822
"ILMN_1678325",-0.06122559,-0.0612255899999985,0.386,0.386315812563765
"ILMN_1678329",0.03658715,0.0365871516666694,0.551,0.550988667610653
"ILMN_1678337",-0.03340049,-0.0334004883333314,0.611,0.611392062904389
"ILMN_1678353",0.50901423,0.509014232333334,1.61e-07,1.60880905939343e-07
"ILMN_1678362",-0.14122987,-0.141229870333333,0.0455,0.0455368913369075
"ILMN_1678390",0.00153329,0.00153329300000049,0.989,0.988572507734014
"ILMN_1678391",-0.15116139,-0.151161386333333,0.00636,0.00636404405809199
"ILMN_1678398",0.00425613,0.00425613099999911,0.962,0.962480702777113
"ILMN_1678403",0.01882556,0.0188255566666689,0.829,0.829048268549262
"ILMN_1678404",-0.30828458,-0.308284577999999,1.38e-05,1.38417380193781e-05
"ILMN_1678409",-0.03920167,-0.0392016693333339,0.491,0.490973602151602
"ILMN_1678411",-0.04039443,-0.0403944330000021,0.528,0.527705756889654
"ILMN_1678422",-0.21342038,-0.213420381666667,0.000284,0.000284120800441399
"ILMN_1678423",-0.79034301,-0.790343006999999,1.22e-09,1.21500611224008e-09
"ILMN_1678425",-0.01423063,-0.0142306293333343,0.887,0.887417947695976
"ILMN_1678435",-0.24263345,-0.242633445666666,0.000289,0.000288540613198033
"ILMN_1678437",-0.01443766,-0.0144376560000001,0.844,0.844109770000824
"ILMN_1678440",-0.04664405,-0.0466440453333323,0.475,0.475050059795017
"ILMN_1678448",-0.00215011,-0.00215010733333099,0.982,0.982497220976105
"ILMN_1678454",0.02075206,0.0207520603333347,0.831,0.830660373452233
"ILMN_1678457",0.05146439,0.0514643946666657,0.47,0.4700596103933
"ILMN_1678459",-0.06138565,-0.0613856499999983,0.301,0.300515097249014
"ILMN_1678464",0.09525733,0.0952573269999997,0.0642,0.0642155337834546
"ILMN_1678477",-0.26095406,-0.260954063,0.00161,0.0016109213618543
"ILMN_1678478",-0.03644801,-0.0364480063333312,0.575,0.574604829744989
"ILMN_1678484",-0.46798868,-0.467988685000001,1.42e-06,1.41938536885378e-06
"ILMN_1678490",0.17637727,0.176377271666667,0.0109,0.0108551884054379
"ILMN_1678493",0.02926192,0.0292619203333322,0.64,0.639532258522984
"ILMN_1678494",-0.01002919,-0.0100291949999995,0.904,0.903647927345638
"ILMN_1678501",-0.01390606,-0.013906063666667,0.873,0.873185655995218
"ILMN_1678502",-0.07493289,-0.0749328873333308,0.136,0.136144555613168
"ILMN_1678504",0.3655798,0.365579796666664,0.000112,0.0001121934404254
"ILMN_1678517",-0.04838968,-0.048389678666668,0.434,0.434357399314622
"ILMN_1678522",1.05245268,1.05245268,6.46e-11,6.45970044657037e-11
"ILMN_1678526",-0.04270208,-0.0427020806666683,0.504,0.503896390317354
"ILMN_1678531",-0.02248806,-0.0224880639999991,0.773,0.773133271814304
"ILMN_1678533",-0.12509625,-0.125096250333333,0.0132,0.0132459076098308
"ILMN_1678535",-0.02255829,-0.0225582903333326,0.743,0.743003742116528
"ILMN_1678541",0.06985596,0.0698559563333339,0.251,0.251381567530328
"ILMN_1678544",0.03102059,0.0310205936666659,0.625,0.625379629779287
"ILMN_1678546",-0.50136341,-0.501363408666665,4.75e-08,4.7485084649831e-08
"ILMN_1678547",0.00818855,0.00818854833333482,0.922,0.922216543207995
"ILMN_1678553",0.03481991,0.0348199060000001,0.557,0.557389583288788
"ILMN_1678554",-0.03071951,-0.0307195103333333,0.641,0.641434226495108
"ILMN_1678555",0.00423943,0.00423942666666832,0.965,0.9647666134368
"ILMN_1678559",0.05911271,0.0591127139999994,0.275,0.274858400416351
"ILMN_1678564",-0.06629608,-0.066296076333332,0.22,0.219681425344645
"ILMN_1678568",0.03504966,0.0350496640000024,0.605,0.605015475381517
"ILMN_1678574",-0.01921086,-0.0192108580000001,0.809,0.808840971841353
"ILMN_1678579",0.03264776,0.0326477599999961,0.721,0.721319970521233
"ILMN_1678605",0.54113811,0.54113811,9.57e-08,9.57142045944939e-08
"ILMN_1678612",0.14199289,0.141992886000001,0.0398,0.0398284750434343
"ILMN_1678618",-0.05760778,-0.0576077786666689,0.398,0.398101827457077
"ILMN_1678619",0.53647793,0.536477933000002,2.95e-07,2.94885491454376e-07
"ILMN_1678627",0.00597569,0.00597569066666637,0.945,0.94476366596562
"ILMN_1678628",-0.010919,-0.0109189980000011,0.898,0.898495082410773
"ILMN_1678629",-0.081106,-0.0811060003333317,0.129,0.128803974169128
"ILMN_1678631",0.0160293,0.0160292993333337,0.884,0.883747510470327
"ILMN_1678633",0.01136097,0.0113609700000028,0.89,0.890388704726544
"ILMN_1678636",0.04290062,0.0429006186666667,0.555,0.554644038763256
"ILMN_1678643",0.0172745,0.0172745030000012,0.836,0.836495966782809
"ILMN_1678650",0.01724698,0.0172469773333344,0.842,0.84188368727503
"ILMN_1678651",0.01395953,0.0139595330000004,0.852,0.851535922581585
"ILMN_1678652",-0.29963533,-0.299635327333332,5.11e-05,5.10813655463279e-05
"ILMN_1678653",0.0053757,0.00537570166666779,0.954,0.954436706997551
"ILMN_1678655",-0.01695307,-0.016953074333335,0.814,0.81420550513007
"ILMN_1678669",-0.36514968,-0.365149681333332,4.33e-06,4.33304862654846e-06
"ILMN_1678671",-0.85746353,-0.857463526666667,9.31e-10,9.31396806571855e-10
"ILMN_1678674",-0.03578501,-0.0357850146666685,0.583,0.583284970238911
"ILMN_1678678",-0.38314922,-0.383149223333337,0.000117,0.000117058421239912
"ILMN_1678680",0.01287521,0.0128752100000007,0.881,0.88092109575433
"ILMN_1678684",0.00234344,0.0023434423333315,0.98,0.979781698502397
"ILMN_1678690",0.01626213,0.0162621336666673,0.862,0.86194607806706
"ILMN_1678692",-0.11365361,-0.113653607000001,0.0294,0.0293828272170366
"ILMN_1678695",-0.06210744,-0.062107438666664,0.25,0.249553077467693
"ILMN_1678700",0.03815795,0.0381579520000015,0.571,0.571385218569117
"ILMN_1678705",-0.09783579,-0.0978357926666646,0.0813,0.0812944601119809
"ILMN_1678707",-0.44602693,-0.446026926666665,1.03e-05,1.03103204311727e-05
"ILMN_1678710",-0.01789915,-0.0178991496666665,0.813,0.81329564911246
"ILMN_1678714",0.04390882,0.0439088230000007,0.482,0.481744696286391
"ILMN_1678718",-0.00362431,-0.0036243143333321,0.967,0.966994857181741
"ILMN_1678720",0.00265983,0.00265983333333342,0.982,0.982286353411653
"ILMN_1678726",0.0154151,0.0154150959999999,0.855,0.85521891163174
"ILMN_1678728",-0.04102339,-0.0410233899999994,0.524,0.523651820513074
"ILMN_1678729",-0.14934908,-0.149349079999999,0.00661,0.00660505052925932
"ILMN_1678730",-0.82499102,-0.824991016333334,4.49e-09,4.48927796543257e-09
"ILMN_1678745",0.55094125,0.550941246666667,2.36e-08,2.35932936954936e-08
"ILMN_1678754",0.17942114,0.179421135333333,0.26,0.260328578656221
"ILMN_1678757",-1.21862699,-1.21862699333333,1.5e-11,1.50060737811193e-11
"ILMN_1678765",0.03171959,0.0317195883333348,0.727,0.727002152225662
"ILMN_1678766",-0.24913925,-0.249139250000001,9.73e-05,9.73466828560581e-05
"ILMN_1678775",0.13013735,0.130137353333334,0.0786,0.0786183673254932
"ILMN_1678781",-0.79982956,-0.799829562666668,5.47e-09,5.46500589248628e-09
"ILMN_1678788",-0.19108142,-0.191081415333333,0.00211,0.00210753492727378
"ILMN_1678791",0.00959799,0.00959798700000114,0.915,0.915425253650703
"ILMN_1678799",0.04312939,0.043129393000001,0.464,0.464058212908108
"ILMN_1678805",0.21344318,0.213443177,0.000245,0.000244660664925989
"ILMN_1678808",0.72552092,0.725520924333335,5.62e-10,5.61911042676625e-10
"ILMN_1678810",-0.05844638,-0.058446377000001,0.271,0.270988653879723
"ILMN_1678812",0.02275743,0.0227574339999981,0.813,0.812929409074678
"ILMN_1678814",1.11418353,1.11418352966667,1.34e-09,1.33667314280245e-09
"ILMN_1678816",0.02737277,0.0273727663333325,0.677,0.677069202557287
"ILMN_1678817",0.01105372,0.0110537213333304,0.897,0.897160534301669
"ILMN_1678827",-0.04101397,-0.0410139659999986,0.521,0.52098752732011
"ILMN_1678828",-0.04726286,-0.0472628583333314,0.43,0.430316691471292
"ILMN_1678831",-0.05148203,-0.0514820263333329,0.446,0.445552436543277
"ILMN_1678833",-0.04109451,-0.0410945146666686,0.596,0.595660954720398
"ILMN_1678841",0.02806798,0.0280679833333313,0.702,0.702151062851196
"ILMN_1678842",-0.04161796,-0.0416179609999983,0.531,0.531118157356231
"ILMN_1678847",0.00720496,0.00720495999999926,0.943,0.942882791712979
"ILMN_1678859",-0.04589112,-0.0458911156666675,0.512,0.512052934029783
"ILMN_1678862",0.17152654,0.171526537666668,0.00742,0.00741751407100441
"ILMN_1678863",0.04077849,0.0407784886666676,0.53,0.529651951398252
"ILMN_1678877",-0.02507231,-0.0250723073333345,0.739,0.739139934569433
"ILMN_1678879",0.06603571,0.066035710666668,0.24,0.239771022889105
"ILMN_1678882",0.01584061,0.0158406096666672,0.857,0.856927444868212
"ILMN_1678886",-0.06843444,-0.0684344360000004,0.188,0.18793708283521
"ILMN_1678895",0.02232306,0.022323058333332,0.767,0.766610588406519
"ILMN_1678899",0.04967447,0.0496744653333332,0.407,0.4067247643761
"ILMN_1678904",-0.41840943,-0.418409430999999,9.4e-06,9.39683641653577e-06
"ILMN_1678906",0.10080235,0.100802351666666,0.0359,0.0358842780894063
"ILMN_1678919",0.61819849,0.618198490000001,4.09e-08,4.08695636802278e-08
"ILMN_1678922",-0.69340529,-0.693405285666666,6.55e-09,6.55095569368796e-09
"ILMN_1678928",0.02978943,0.0297894286666658,0.677,0.676649158584931
"ILMN_1678934",-0.41544886,-0.41544886333333,1.97e-06,1.9734254548057e-06
"ILMN_1678939",-0.06529926,-0.0652992549999993,0.29,0.29028605306832
"ILMN_1678942",0.04699702,0.0469970199999992,0.412,0.412004502242004
"ILMN_1678947",-0.07265988,-0.0726598756666661,0.201,0.201145534519224
"ILMN_1678949",-0.35738091,-0.357380913333333,9.21e-06,9.21027121765118e-06
"ILMN_1678957",0.12536158,0.125361576999998,0.035,0.0350308982430859
"ILMN_1678961",0.63684859,0.636848585000002,3.59e-09,3.59200927183328e-09
"ILMN_1678962",0.38188167,0.381881668333333,7.67e-06,7.66831052439019e-06
"ILMN_1678965",0.08392623,0.0839262316666671,0.222,0.222436943771098
"ILMN_1678966",0.96180749,0.961807493333335,8.2e-10,8.20202864504189e-10
"ILMN_1678968",0.04061671,0.0406167123333336,0.518,0.517783828303147
"ILMN_1678974",-0.17539846,-0.175398462999999,0.00446,0.00445578724553246
"ILMN_1678982",-0.0275958,-0.027595803333333,0.728,0.727869171105363
"ILMN_1678992",-0.01020213,-0.010202127333331,0.895,0.895260511638092
"ILMN_1678998",0.12859493,0.128594927,0.0111,0.0111370665735115
"ILMN_1679003",-0.12050257,-0.120502571000001,0.0117,0.0117233672529678
"ILMN_1679011",-0.04987353,-0.0498735303333353,0.428,0.427678726861921
"ILMN_1679012",-0.00717352,-0.00717351833333435,0.934,0.934140887490851
"ILMN_1679021",0.00485965,0.0048596536666663,0.961,0.961199212343305
"ILMN_1679025",0.90617795,0.906177953333335,3.25e-08,3.25227648610474e-08
"ILMN_1679029",0.0409092,0.040909203,0.52,0.519924150726001
"ILMN_1679039",0.01551498,0.0155149816666649,0.872,0.872487854841214
"ILMN_1679041",0.57174759,0.571747592000005,2.05e-08,2.04738987126606e-08
"ILMN_1679042",-0.31889945,-0.31889945233333,6.42e-06,6.42364903279355e-06
"ILMN_1679044",-0.42059977,-0.420599766333332,1.82e-05,1.81806883499331e-05
"ILMN_1679045",0.13401314,0.134013136666663,0.382,0.381712163092179
"ILMN_1679049",-0.0157645,-0.0157644979999993,0.827,0.826775821327205
"ILMN_1679051",-1.37345439,-1.37345439,8.93e-12,8.92904704195975e-12
"ILMN_1679060",-0.03372171,-0.0337217113333317,0.584,0.583883100105636
"ILMN_1679071",1.59127177,1.59127176766667,5.03e-13,5.03207148250148e-13
"ILMN_1679073",-0.00069205,-0.000692047666666973,0.994,0.993510364192294
"ILMN_1679083",-0.05095472,-0.0509547156666645,0.447,0.446628550718944
"ILMN_1679085",0.03392253,0.0339225313333325,0.591,0.591000293698424
"ILMN_1679086",0.01541615,0.0154161503333343,0.848,0.847663682919489
"ILMN_1679087",0.04412722,0.0441272196666675,0.437,0.437359522583549
"ILMN_1679092",0.07489344,0.0748934396666669,0.155,0.154870857252887
"ILMN_1679093",0.12702049,0.12702049333333,0.014,0.0139590409629132
"ILMN_1679106",0.59546481,0.595464806999999,2.98e-07,2.97540682845871e-07
"ILMN_1679113",-0.02564833,-0.0256483340000022,0.734,0.733512635260402
"ILMN_1679115",-0.04118261,-0.0411826093333332,0.532,0.532188902884375
"ILMN_1679116",0.06999259,0.0699925860000006,0.263,0.263278409324036
"ILMN_1679127",-0.03901389,-0.0390138853333326,0.779,0.779104090640292
"ILMN_1679130",-0.00894006,-0.00894006033333383,0.934,0.934405564886035
"ILMN_1679133",-1.25862615,-1.25862615333333,5e-10,5.00490591264141e-10
"ILMN_1679134",-0.3040594,-0.304059403333332,6.36e-06,6.3601657958734e-06
"ILMN_1679139",0.1103512,0.110351199000001,0.116,0.115578548444323
"ILMN_1679150",-0.17735547,-0.177355466666665,0.00213,0.00213248697151646
"ILMN_1679152",0.03919249,0.0391924863333308,0.559,0.558956146612738
"ILMN_1679157",0.04346277,0.0434627696666681,0.534,0.533739861519787
"ILMN_1679158",0.3264347,0.326434700333336,6.37e-06,6.37022091580389e-06
"ILMN_1679169",-0.00562047,-0.00562046799999738,0.961,0.96093740631907
"ILMN_1679173",0.00886204,0.00886203933333363,0.922,0.922260782617851
"ILMN_1679176",-0.04204196,-0.042041960333334,0.477,0.476512392762009
"ILMN_1679177",1.10871282,1.10871282066667,5.06e-12,5.06379286226856e-12
"ILMN_1679178",0.58962534,0.589625344333331,1.71e-08,1.71105358134591e-08
"ILMN_1679184",0.40127625,0.401276247666667,3.6e-06,3.59955025727333e-06
"ILMN_1679185",2.00140691,2.00140691466667,5.28e-14,5.27782150066664e-14
"ILMN_1679188",0.01344249,0.0134424913333326,0.897,0.897452556756046
"ILMN_1679194",0.25030677,0.250306771666668,3.12e-05,3.12341288529024e-05
"ILMN_1679195",0.0493825,0.0493825000000019,0.551,0.550988667610653
"ILMN_1679208",-0.05534492,-0.0553449203333338,0.304,0.303744452189499
"ILMN_1679209",-0.04623119,-0.0462311933333321,0.507,0.506738769668323
"ILMN_1679215",-0.0360636,-0.036063604333334,0.546,0.545901153243402
"ILMN_1679217",0.28214559,0.282145591000002,1.9e-05,1.89751698947314e-05
"ILMN_1679232",-0.60641432,-0.606414320666666,4.61e-08,4.61133584829695e-08
"ILMN_1679233",0.07363168,0.0736316766666674,0.141,0.140926117719147
"ILMN_1679238",-0.25874626,-0.258746257333333,0.000804,0.000804433614635897
"ILMN_1679241",0.08039728,0.0803972800000015,0.176,0.176127610998549
"ILMN_1679252",0.03728843,0.0372884346666673,0.551,0.551388590164544
"ILMN_1679256",-0.03549312,-0.0354931193333314,0.642,0.642384430084805
"ILMN_1679262",0.05014452,0.0501445170000006,0.401,0.400573465898507
"ILMN_1679267",-0.15490133,-0.154901328666668,0.00404,0.00403559724865469
"ILMN_1679268",-0.69069563,-0.690695634999999,1.97e-09,1.96957547235127e-09
"ILMN_1679274",0.00155397,0.00155396866666457,0.989,0.989019405438485
"ILMN_1679277",0.10668583,0.106685832333333,0.121,0.120764804764521
"ILMN_1679279",0.0163317,0.0163317006666652,0.84,0.840172082444309
"ILMN_1679280",0.36081745,0.360817454000001,6.31e-05,6.30666125296071e-05
"ILMN_1679290",0.14380386,0.143803861333335,0.0287,0.0287033142872127
"ILMN_1679295",0.02737896,0.0273789620000002,0.685,0.684853919104003
"ILMN_1679299",0.11735117,0.117351174333334,0.0177,0.0176740816551468
"ILMN_1679301",0.03239722,0.0323972233333354,0.625,0.62476783541258
"ILMN_1679311",-0.03024445,-0.0302444509999988,0.68,0.679502800016702
"ILMN_1679312",0.01628903,0.0162890293333335,0.818,0.817763475927049
"ILMN_1679318",-0.02192107,-0.0219210733333339,0.773,0.772654636874352
"ILMN_1679319",-0.02358095,-0.0235809476666669,0.788,0.787824597914294
"ILMN_1679322",-0.00579139,-0.00579139399999917,0.951,0.95105342955181
"ILMN_1679324",-0.05994294,-0.0599429399999973,0.427,0.427196832380006
"ILMN_1679339",0.0527812,0.0527812046666671,0.413,0.413203438179619
"ILMN_1679342",0.03297645,0.0329764543333368,0.621,0.620949223466047
"ILMN_1679348",-0.00785353,-0.00785353133333189,0.934,0.934405564886035
"ILMN_1679357",0.02069479,0.0206947919999987,0.764,0.764012587222895
"ILMN_1679358",-0.06087533,-0.0608753300000018,0.328,0.327884671721712
"ILMN_1679363",-0.01368488,-0.0136848779999985,0.872,0.872035344614675
"ILMN_1679371",0.04006135,0.0400613516666679,0.568,0.568004558914856
"ILMN_1679381",-0.01825723,-0.018257225666666,0.825,0.824744110688822
"ILMN_1679382",0.07081322,0.0708132200000033,0.238,0.23804970268295
"ILMN_1679383",-0.21000728,-0.210007275999999,0.000318,0.000318352639429916
"ILMN_1679389",-0.00661194,-0.00661194200000015,0.951,0.951141783972833
"ILMN_1679391",-0.02018258,-0.0201825833333347,0.768,0.767841419268434
"ILMN_1679401",-1.21561096,-1.21561095833333,9.75e-12,9.74549663749616e-12
"ILMN_1679403",-0.00965283,-0.00965283466666822,0.907,0.907254731165269
"ILMN_1679405",0.1397341,0.139734100000002,0.01,0.0100331065356215
"ILMN_1679413",0.04386364,0.0438636393333347,0.464,0.463954115813845
"ILMN_1679417",-0.08940299,-0.0894029946666643,0.136,0.135909637713982
"ILMN_1679424",0.00468484,0.00468483566666755,0.964,0.964283286185339
"ILMN_1679428",-0.05400881,-0.0540088100000009,0.4,0.399740620128993
"ILMN_1679433",-0.07253117,-0.0725311700000004,0.474,0.474250226874666
"ILMN_1679437",0.07798629,0.0779862919999967,0.297,0.297158434511111
"ILMN_1679438",-0.14236517,-0.142365171666665,0.0221,0.0221192866275656
"ILMN_1679450",0.77760182,0.777601819666666,4.41e-06,4.40677955508173e-06
"ILMN_1679455",-0.01353561,-0.0135356096666666,0.88,0.87960250144719
"ILMN_1679460",0.07575423,0.0757542260000008,0.34,0.340262847308376
"ILMN_1679464",0.04163625,0.0416362480000005,0.549,0.548691058969972
"ILMN_1679470",0.01814842,0.0181484193333334,0.821,0.820973758886815
"ILMN_1679471",0.028685,0.0286850039999988,0.697,0.697347124786147
"ILMN_1679476",0.1560733,0.156073296666667,0.0295,0.0295193481978372
"ILMN_1679482",-0.41952269,-0.419522688333332,3.94e-07,3.93546232085409e-07
"ILMN_1679483",-0.08364174,-0.0836417366666655,0.136,0.13584772952588
"ILMN_1679493",0.00123488,0.00123488333333466,0.99,0.990113858679093
"ILMN_1679494",0.01821335,0.0182133466666672,0.837,0.83682443853203
"ILMN_1679495",0.24396817,0.243968172000003,0.000612,0.000612063213419922
"ILMN_1679501",-0.30864487,-0.308644867333332,5.77e-06,5.77187590722642e-06
"ILMN_1679514",-0.04043646,-0.0404364553333343,0.708,0.707890664103551
"ILMN_1679520",0.57187828,0.571878283333334,1.3e-08,1.30343986012439e-08
"ILMN_1679524",-0.0362163,-0.0362163043333323,0.584,0.584016509173354
"ILMN_1679527",0.04815932,0.0481593149999995,0.613,0.613434168896858
"ILMN_1679532",0.00268852,0.00268851666666681,0.976,0.976425545828943
"ILMN_1679535",-0.01657783,-0.0165778330000013,0.842,0.842267063559257
"ILMN_1679543",0.02599163,0.0259916343333346,0.804,0.804147210498764
"ILMN_1679545",-0.30952113,-0.309521127666666,6.29e-06,6.28591747014474e-06
"ILMN_1679555",0.11516109,0.115161086666665,0.0877,0.0876745738032776
"ILMN_1679556",0.06983798,0.0698379756666681,0.218,0.217875576701208
"ILMN_1679558",0.04056092,0.0405609186666656,0.679,0.679225782497466
"ILMN_1679577",-0.41334183,-0.413341827333332,3.53e-06,3.53433793248406e-06
"ILMN_1679580",0.01232638,0.0123263800000002,0.877,0.877187163847649
"ILMN_1679582",-0.03209152,-0.0320915186666673,0.744,0.743567515859721
"ILMN_1679587",-0.36490235,-0.364902346666668,0.000372,0.000372444682278017
"ILMN_1679595",-0.06299403,-0.0629940269999985,0.23,0.229767904605983
"ILMN_1679600",-0.04550999,-0.0455099920000031,0.578,0.577835845098435
"ILMN_1679614",-0.17035625,-0.170356247333332,0.0118,0.0118029494672667
"ILMN_1679617",0.06862555,0.0686255503333335,0.295,0.294805937258094
"ILMN_1679620",-0.11859584,-0.118595836,0.0505,0.0504720201713185
"ILMN_1679631",0.0008756,0.000875602666666531,0.993,0.993318882309877
"ILMN_1679632",0.00856627,0.0085662666666666,0.924,0.923846003377473
"ILMN_1679638",-0.01768752,-0.0176875193333315,0.851,0.850992600341694
"ILMN_1679640",0.25139601,0.251396006666667,0.000116,0.000115797648267796
"ILMN_1679641",-0.5735442,-0.573544200000001,4.37e-08,4.3723613600816e-08
"ILMN_1679646",-0.08600412,-0.086004122666667,0.138,0.138492844148457
"ILMN_1679647",0.05397136,0.0539713623333338,0.435,0.43466742008671
"ILMN_1679655",0.60114436,0.601144356666666,3.7e-07,3.70209332460436e-07
"ILMN_1679666",0.01123541,0.011235414333334,0.891,0.891090154165987
"ILMN_1679678",0.14318485,0.143184852666666,0.00475,0.00475192721638233
"ILMN_1679685",0.03469408,0.0346940843333359,0.604,0.603734209365425
"ILMN_1679687",0.10566035,0.105660347000001,0.0361,0.0361039167210229
"ILMN_1679690",-0.02399582,-0.0239958160000002,0.756,0.75567460443964
"ILMN_1679692",-0.01139153,-0.0113915303333343,0.897,0.89701902121708
"ILMN_1679693",-0.16200095,-0.162000948666667,0.00163,0.00163002793407667
"ILMN_1679694",-0.03488735,-0.034887348333335,0.567,0.567312177357218
"ILMN_1679698",0.04129217,0.0412921686666667,0.529,0.528925965433503
"ILMN_1679700",1.04272615,1.042726149,1.04e-10,1.03651635395893e-10
"ILMN_1679707",0.11337864,0.113378642666667,0.032,0.0320076855946727
"ILMN_1679719",0.05012198,0.0501219793333334,0.357,0.357441837691359
"ILMN_1679721",0.07614173,0.0761417253333327,0.327,0.326835258813776
"ILMN_1679725",-0.68338184,-0.683381838999997,1.37e-08,1.36817475287355e-08
"ILMN_1679727",1.02386649,1.02386649133333,1.45e-10,1.44504855989917e-10
"ILMN_1679728",0.06104828,0.0610482766666678,0.229,0.228582393643788
"ILMN_1679731",-0.11338345,-0.113383452666664,0.106,0.106298833251013
"ILMN_1679754",-0.08382032,-0.0838203176666656,0.0996,0.0996061864238811
"ILMN_1679761",-0.00091049,-0.000910485666663519,0.992,0.992095067618591
"ILMN_1679767",-0.05599955,-0.0559995470000008,0.283,0.28337189955504
