"ID","GEO2R_logFC","scripted_logFC","GEO2R_adjP","scripted_adjP"
"ILMN_1798880",-0.74469993,-0.744699928000001,5.33e-09,5.32839787935278e-09
"ILMN_1798882",-0.02272555,-0.0227255513333331,0.741,0.740523449507689
"ILMN_1798885",-0.58397389,-0.583973887999999,8.45e-07,8.45451463165882e-07
"ILMN_1798886",0.07392528,0.073925280000001,0.441,0.440763003268919
"ILMN_1798911",-0.03028174,-0.0302817413333338,0.654,0.654373917675658
"ILMN_1798914",-0.04738174,-0.0473817356666659,0.465,0.464846566122855
"ILMN_1798923",-0.06476726,-0.06476726,0.189,0.188862249170059
"ILMN_1798926",-2.04536435,-2.04536435333333,2.77e-13,2.76907671701593e-13
"ILMN_1798931",0.05914605,0.0591460470000005,0.395,0.395054089112954
"ILMN_1798938",-0.03057423,-0.0305742263333348,0.634,0.634395914999702
"ILMN_1798940",0.15814096,0.158140955999999,0.0144,0.0144097773959232
"ILMN_1798947",-1.91779508,-1.91779507633333,1.42e-14,1.42370311317245e-14
"ILMN_1798952",0.63165938,0.631659378333335,1.16e-08,1.15884072022167e-08
"ILMN_1798955",-0.00607725,-0.00607725466666764,0.94,0.940190023219141
"ILMN_1798957",-0.2380598,-0.238059803333336,0.0018,0.00180076131055487
"ILMN_1798964",0.08205106,0.0820510583333336,0.136,0.135565123091125
"ILMN_1798968",0.0054356,0.00543560233333462,0.954,0.953666475263492
"ILMN_1798971",-0.00757069,-0.00757068733333277,0.928,0.928002905253946
"ILMN_1798974",0.01736599,0.0173659943333329,0.808,0.807551299610671
"ILMN_1798975",0.12627043,0.126270431999999,0.0175,0.0174862079698778
"ILMN_1798977",0.07229667,0.0722966720000002,0.207,0.206751872583644
"ILMN_1798980",0.2208782,0.220878196666668,0.00115,0.00115480137264954
"ILMN_1798992",-0.03629624,-0.0362962349999991,0.532,0.532357566455672
"ILMN_1799011",-0.12811671,-0.128116713333333,0.128,0.128423697002388
"ILMN_1799015",-0.24370417,-0.243704169999997,0.000245,0.000244781104631717
"ILMN_1799020",0.07527209,0.0752720936666664,0.22,0.220331447970037
"ILMN_1799024",0.21156088,0.211560877666665,0.000656,0.000656108492919215
"ILMN_1799026",0.07684591,0.0768459053333332,0.154,0.154391394256663
"ILMN_1799028",0.88374309,0.883743085333336,2.5e-10,2.49738178178382e-10
"ILMN_1799030",-0.0005264,-0.000526402999999398,0.995,0.995311628238953
"ILMN_1799031",0.01861109,0.0186110880000019,0.806,0.806192642892114
"ILMN_1799043",-0.01377693,-0.013776931999999,0.865,0.864669360605233
"ILMN_1799053",0.01342874,0.0134287446666672,0.904,0.904228507247099
"ILMN_1799062",-0.29040409,-0.290404088666667,7.99e-05,7.99083425302638e-05
"ILMN_1799067",0.00060434,0.000604339666666398,0.995,0.99474969382883
"ILMN_1799069",0.13956894,0.139568939666667,0.0506,0.0506102275273744
"ILMN_1799073",-0.04053857,-0.0405385733333326,0.482,0.481756135892298
"ILMN_1799076",0.002462,0.00246199633333521,0.982,0.98214174372144
"ILMN_1799082",0.1346893,0.134689298333337,0.00666,0.00666365783688078
"ILMN_1799086",-0.28495051,-0.28495051233333,3.49e-05,3.49353611307287e-05
"ILMN_1799097",0.04034917,0.040349166666668,0.574,0.57424716917755
"ILMN_1799098",0.01957342,0.0195734226666673,0.791,0.790514826889413
"ILMN_1799099",-0.04478164,-0.0447816400000001,0.456,0.455916098212174
"ILMN_1799100",-0.01263406,-0.0126340610000009,0.888,0.888361085769285
"ILMN_1799102",-0.05661068,-0.056610676,0.426,0.426021705912805
"ILMN_1799103",0.50056132,0.500561323333331,4.63e-07,4.63472351314009e-07
"ILMN_1799104",-0.20469078,-0.204690782333326,0.00117,0.00117290940405982
"ILMN_1799105",0.06968913,0.069689125,0.146,0.145618619820229
"ILMN_1799106",0.03601733,0.0360173273333313,0.557,0.557204556842194
"ILMN_1799110",-0.00392473,-0.00392472566666591,0.965,0.965287526056514
"ILMN_1799113",0.19620996,0.196209957000002,0.000822,0.000821986597573913
"ILMN_1799120",0.01274716,0.0127471590000008,0.872,0.87247584563122
"ILMN_1799128",-0.1837148,-0.183714803333336,0.00143,0.00143100416174344
"ILMN_1799134",0.00655741,0.00655741433333201,0.935,0.935129982395564
"ILMN_1799137",0.00299714,0.00299714400000006,0.975,0.975185521701533
"ILMN_1799139",0.31416265,0.314162655000003,6.71e-05,6.70920542476731e-05
"ILMN_1799141",-0.01547834,-0.0154783426666665,0.846,0.845588745287852
"ILMN_1799150",0.05840109,0.0584010856666666,0.4,0.399725487248082
"ILMN_1799151",0.14973543,0.149735432000001,0.00978,0.00977594480671299
"ILMN_1799168",-0.01936417,-0.0193641709999985,0.775,0.774581319575381
"ILMN_1799189",-0.03226464,-0.0322646446666655,0.627,0.626583873036716
"ILMN_1799198",0.09530828,0.0953082819999986,0.112,0.112222973651115
"ILMN_1799204",0.03206629,0.0320662873333326,0.652,0.65163438257719
"ILMN_1799207",0.07955024,0.0795502440000018,0.256,0.255951110194441
"ILMN_1799208",-0.00703918,-0.00703918233333312,0.942,0.9421040598862
"ILMN_1799224",-0.01721524,-0.0172152370000003,0.834,0.834497523109272
"ILMN_1799232",0.0407107,0.0407107016666677,0.499,0.498821620767911
"ILMN_1799243",0.00478714,0.00478714333333219,0.956,0.956398646289024
"ILMN_1799246",-0.02302661,-0.0230266103333321,0.762,0.761510856227947
"ILMN_1799259",-0.08934943,-0.089349431333333,0.0997,0.0997062552538173
"ILMN_1799278",-0.03660466,-0.0366046576666657,0.554,0.553700817509244
"ILMN_1799280",0.04422285,0.0442228526666675,0.459,0.458653275799775
"ILMN_1799282",0.00040212,0.000402115000000869,0.997,0.996532865933786
"ILMN_1799289",0.06840812,0.0684081156666663,0.437,0.437453882838876
"ILMN_1799293",0.0119437,0.0119436980000014,0.9,0.900135022941972
"ILMN_1799299",0.21309019,0.213090188333334,0.00233,0.00233362108435931
"ILMN_1799320",-0.16625713,-0.166257134666665,0.0139,0.0138862861820417
"ILMN_1799327",0.01178331,0.0117833109999994,0.88,0.880026508262298
"ILMN_1799329",0.00982874,0.00982873500000192,0.922,0.922163187299484
"ILMN_1799331",0.06153999,0.0615399930000011,0.246,0.246071963271294
"ILMN_1799335",0.00114794,0.00114794000000185,0.991,0.990917149462763
"ILMN_1799357",0.02278459,0.0227845910000015,0.801,0.800731570494937
"ILMN_1799367",0.01980102,0.0198010199999992,0.787,0.787183384373728
"ILMN_1799369",0.01262446,0.0126244590000022,0.878,0.878303676604465
"ILMN_1799381",0.53738197,0.537381966333335,3.02e-08,3.01782696333109e-08
"ILMN_1799387",-0.01384242,-0.0138424206666663,0.857,0.85705652505925
"ILMN_1799389",0.0904134,0.0904133996666658,0.182,0.181707833419357
"ILMN_1799414",0.0121897,0.0121896963333317,0.878,0.877598838948508
"ILMN_1799424",0.02786917,0.0278691723333315,0.727,0.727402681374713
"ILMN_1799466",-0.03267299,-0.0326729943333319,0.611,0.610689345812685
"ILMN_1799467",-0.02278063,-0.0227806249999993,0.802,0.801825269506958
"ILMN_1799471",0.01674106,0.0167410563333341,0.816,0.815526049493269
"ILMN_1799485",0.02625401,0.0262540069999986,0.722,0.721991591057457
"ILMN_1799487",0.02370983,0.0237098283333337,0.798,0.798428600746199
"ILMN_1799488",-0.01453882,-0.0145388239999997,0.856,0.856110666937996
"ILMN_1799504",0.0599651,0.0599650956666657,0.277,0.277477008692819
"ILMN_1799516",0.04595219,0.0459521900000013,0.52,0.520460485854123
"ILMN_1799519",-0.05243802,-0.0524380169999992,0.352,0.352228083091782
"ILMN_1799529",0.07731478,0.0773147770000024,0.133,0.133303311987438
"ILMN_1799535",0.04109505,0.0410950463333348,0.527,0.526983421306649
"ILMN_1799548",-0.02838275,-0.028382751333333,0.665,0.664666166009078
"ILMN_1799560",0.7092073,0.709207296000002,3.63e-08,3.6303028170366e-08
"ILMN_1799563",0.04613778,0.0461377780000003,0.455,0.455429687197995
"ILMN_1799569",0.20787569,0.207875690666669,0.00185,0.0018463211295064
"ILMN_1799575",0.02466035,0.0246603550000009,0.774,0.773868761859177
"ILMN_1799576",-0.03772441,-0.0377244076666674,0.56,0.560068347778257
"ILMN_1799579",-0.02650664,-0.0265066366666673,0.789,0.788603738548559
"ILMN_1799589",0.1729199,0.172919896333336,0.155,0.154905060390909
"ILMN_1799591",-0.0059119,-0.0059119006666668,0.946,0.945958546993323
"ILMN_1799598",-0.2181471,-0.218147095000001,0.000737,0.000736609294589072
"ILMN_1799600",-0.42444407,-0.424444065999994,8.68e-06,8.67527695744948e-06
"ILMN_1799601",-0.24337822,-0.243378222333332,0.000177,0.000176591620648337
"ILMN_1799604",-0.07064468,-0.070644683333331,0.327,0.327058852540341
"ILMN_1799614",0.65375352,0.653753523999999,2.82e-08,2.82252212168547e-08
"ILMN_1799622",-0.04821261,-0.0482126076666658,0.368,0.368068953550764
"ILMN_1799628",0.00798525,0.00798525466666611,0.927,0.926849349983819
"ILMN_1799640",0.01861378,0.0186137796666683,0.813,0.813312709397226
"ILMN_1799642",0.7968296,0.796829596666669,3.12e-08,3.12004143891595e-08
"ILMN_1799661",0.05989947,0.0598994739999998,0.276,0.275710967334095
"ILMN_1799667",-0.61635245,-0.616352449666662,1.81e-08,1.81226893228519e-08
"ILMN_1799669",0.09368666,0.0936866629999997,0.0915,0.0915035540086557
"ILMN_1799672",-0.06565356,-0.0656535586666669,0.254,0.253801829754552
"ILMN_1799688",0.326622,0.326621996666667,9.88e-06,9.88229632889679e-06
"ILMN_1799690",-0.00722761,-0.00722761133333361,0.931,0.931295309816969
"ILMN_1799693",-0.02655865,-0.0265586476666666,0.71,0.709643679058092
"ILMN_1799698",0.03592569,0.0359256883333332,0.597,0.597158219568616
"ILMN_1799699",0.00955839,0.00955838766666872,0.937,0.936628729570366
"ILMN_1799708",1.03669898,1.03669898166667,9.96e-12,9.95968563757517e-12
"ILMN_1799710",0.00713895,0.00713895333333348,0.941,0.941384652257595
"ILMN_1799717",0.01595494,0.0159549406666661,0.897,0.89701902121708
"ILMN_1799725",-1.2222629,-1.22226290466667,3.2e-12,3.19525818971998e-12
"ILMN_1799728",0.03194643,0.0319464326666665,0.653,0.653055268176848
"ILMN_1799734",0.0277903,0.0277903043333323,0.66,0.65981966383368
"ILMN_1799743",0.0632797,0.0632796963333329,0.324,0.323985006155429
"ILMN_1799744",0.52231953,0.522319533000001,4.59e-06,4.59407662233199e-06
"ILMN_1799765",0.12000595,0.120005949666665,0.0393,0.0393338927470349
"ILMN_1799770",-0.03382483,-0.0338248296666652,0.634,0.634286416487951
"ILMN_1799796",0.038014,0.0380139993333328,0.599,0.59894900768847
"ILMN_1799814",0.2871613,0.287161303333338,0.000171,0.000171134147623228
"ILMN_1799815",0.53708455,0.537084546000003,5.5e-08,5.50388756291508e-08
"ILMN_1799819",0.1023168,0.102316803333329,0.136,0.135534791977508
"ILMN_1799826",0.06295057,0.0629505659999996,0.218,0.218309740896327
"ILMN_1799836",0.14449785,0.144497854666669,0.00644,0.00644180008370557
"ILMN_1799837",0.00512624,0.00512624333333367,0.96,0.95999480527484
"ILMN_1799843",-0.02305509,-0.0230550919999999,0.802,0.802049800464317
"ILMN_1799848",0.05812766,0.0581276570000009,0.29,0.290247012738741
"ILMN_1799853",0.15481696,0.154816962333333,0.0113,0.0112768660024633
"ILMN_1799856",-1.10250849,-1.102508486,5.74e-12,5.7441584095582e-12
"ILMN_1799860",0.09215765,0.0921576453333337,0.148,0.148019688271443
"ILMN_1799863",0.04590662,0.0459066250000006,0.474,0.474367079977778
"ILMN_1799871",-0.07010357,-0.0701035726666648,0.2,0.199892922108076
"ILMN_1799872",-0.03057603,-0.0305760323333333,0.68,0.67974340160798
"ILMN_1799887",0.03443895,0.0344389536666663,0.747,0.747423900935407
"ILMN_1799889",-0.08450929,-0.0845092913333323,0.154,0.154175888683027
"ILMN_1799890",-0.52093759,-0.520937588000002,1.06e-06,1.06381628507174e-06
"ILMN_1799903",0.05199141,0.0519914116666662,0.399,0.398510340924232
"ILMN_1799920",-0.05319656,-0.0531965630000002,0.406,0.40553324266502
"ILMN_1799939",-0.40819088,-0.408190883666665,2.66e-06,2.65510041108621e-06
"ILMN_1799942",0.01854082,0.0185408236666671,0.819,0.819306813849961
"ILMN_1799969",-0.48585085,-0.485850851333335,4.74e-07,4.73933286714839e-07
"ILMN_1799980",0.05098155,0.0509815546666692,0.353,0.352939159026968
"ILMN_1799985",0.06686701,0.0668670050000015,0.283,0.282778912901445
"ILMN_1799996",-0.06852567,-0.0685256706666655,0.286,0.285593258880163
"ILMN_1799999",-0.2148341,-0.214834095666667,0.000699,0.000698863908184798
"ILMN_1800002",-0.00389736,-0.00389735633333643,0.968,0.968089482119407
"ILMN_1800008",-0.46645745,-0.466457453333328,8.83e-08,8.83498342201649e-08
"ILMN_1800019",0.08026991,0.0802699116666679,0.173,0.172542604050958
"ILMN_1800020",0.34684983,0.34684983,3.22e-05,3.21514272912684e-05
"ILMN_1800031",0.05384639,0.0538463866666676,0.449,0.448633299345005
"ILMN_1800033",-0.00729167,-0.00729167366666772,0.953,0.952805028808829
"ILMN_1800038",-0.03690055,-0.0369005456666676,0.54,0.539856603050929
"ILMN_1800049",0.02915103,0.0291510286666679,0.719,0.719407076708559
"ILMN_1800055",-0.03741733,-0.0374173296666669,0.649,0.648859262988804
"ILMN_1800058",0.03086991,0.0308699113333351,0.622,0.622223109182708
"ILMN_1800059",0.02272958,0.0227295783333341,0.802,0.801926554176649
"ILMN_1800078",1.13883331,1.13883331,2.15e-11,2.14712514180912e-11
"ILMN_1800082",0.0310352,0.0310351963333346,0.721,0.721389083418491
"ILMN_1800091",-0.05791074,-0.0579107373333336,0.446,0.446076266879404
"ILMN_1800096",0.37922822,0.379228216666668,2.74e-06,2.73691273123251e-06
"ILMN_1800101",0.00078082,0.00078082500000054,0.993,0.993063732903555
"ILMN_1800103",0.0392251,0.0392250999999995,0.746,0.74600855281959
"ILMN_1800130",0.06710097,0.0671009683333326,0.249,0.248806485894549
"ILMN_1800131",-0.19426503,-0.194265032999999,0.00788,0.00787842505415134
"ILMN_1800142",-0.01557435,-0.0155743516666647,0.844,0.843585263831509
"ILMN_1800147",0.07614433,0.0761443259999997,0.177,0.176578479793198
"ILMN_1800152",-0.03134468,-0.0313446796666668,0.696,0.696272638441067
"ILMN_1800160",0.04223498,0.042234979333335,0.488,0.48810114496861
"ILMN_1800164",0.05900994,0.0590099433333364,0.241,0.24119907975135
"ILMN_1800169",0.0153965,0.0153964989999995,0.84,0.840418510304274
"ILMN_1800171",0.06292816,0.0629281556666657,0.246,0.245916240438491
"ILMN_1800172",-0.01229028,-0.0122902849999971,0.913,0.912966633750617
"ILMN_1800179",0.91134709,0.911347092333337,1.34e-10,1.34293462500078e-10
"ILMN_1800181",-0.02355321,-0.0235532076666667,0.76,0.759545256990008
"ILMN_1800182",0.01342426,0.0134242643333327,0.855,0.854979788745549
"ILMN_1800197",0.79964864,0.799648639999999,3.23e-09,3.22712740167559e-09
"ILMN_1800220",0.08303352,0.0830335216666676,0.29,0.290248770461867
"ILMN_1800221",0.00473638,0.0047363753333336,0.964,0.963770006041489
"ILMN_1800225",-0.03483205,-0.0348320470000001,0.669,0.668727019264596
"ILMN_1800227",0.04888552,0.0488855176666663,0.482,0.481821274995549
"ILMN_1800237",0.01378327,0.0137832743333339,0.851,0.85088268775143
"ILMN_1800246",0.05390829,0.0539082926666685,0.336,0.335735884842267
"ILMN_1800253",0.05553494,0.0555349359999973,0.417,0.417105671954351
"ILMN_1800261",0.01878843,0.018788429999999,0.876,0.875905070204904
"ILMN_1800262",-0.12005937,-0.120059370333331,0.0814,0.0813854124620092
"ILMN_1800267",-0.06003402,-0.0600340216666666,0.339,0.339236285091661
"ILMN_1800269",0.00942581,0.00942581233333506,0.923,0.92319645969396
"ILMN_1800270",0.64918322,0.64918321866667,6.66e-08,6.66313621291982e-08
"ILMN_1800276",3.33132485,3.331324848,3.16e-16,3.16035027941195e-16
"ILMN_1800302",0.07312526,0.0731252553333341,0.145,0.144998990671139
"ILMN_1800308",-0.15954721,-0.159547209999999,0.0099,0.0099041547957922
"ILMN_1800311",0.37388341,0.373883406333334,3.12e-05,3.12388141224677e-05
"ILMN_1800315",0.01112401,0.0111240086666688,0.913,0.913484400999594
"ILMN_1800317",-0.02729709,-0.0272970950000007,0.751,0.751367929123629
"ILMN_1800331",0.03744041,0.0374404140000015,0.549,0.548820845982742
"ILMN_1800332",0.02585862,0.0258586233333356,0.781,0.78117834065206
"ILMN_1800341",0.01004272,0.0100427233333358,0.907,0.906978031029186
"ILMN_1800354",-0.64426165,-0.644261646666665,3.76e-09,3.76312421394912e-09
"ILMN_1800374",-0.07016267,-0.0701626706666669,0.353,0.353178173030181
"ILMN_1800380",0.00042132,0.000421321000000141,0.997,0.996532865933786
"ILMN_1800381",0.06684901,0.0668490093333345,0.226,0.225920303561022
"ILMN_1800385",-0.04826871,-0.0482687126666654,0.426,0.426088543940812
"ILMN_1800387",0.01322952,0.0132295156666684,0.894,0.893920541489939
"ILMN_1800390",0.15974283,0.159742833333336,0.0439,0.0439382219672055
"ILMN_1800396",0.19791645,0.197916452,0.000755,0.000755225771894253
"ILMN_1800408",-0.02638432,-0.0263843176666665,0.716,0.715931685526822
"ILMN_1800412",-0.12813326,-0.128133255333331,0.0362,0.0362065002916223
"ILMN_1800414",0.01825264,0.0182526390000017,0.825,0.824816422833823
"ILMN_1800416",0.02486671,0.0248667096666653,0.749,0.749309323371045
"ILMN_1800420",-0.08681942,-0.0868194249999998,0.101,0.101264100291998
"ILMN_1800421",0.03648095,0.0364809543333342,0.625,0.625239254434508
"ILMN_1800425",0.33866266,0.338662663333333,2.1e-06,2.09772131264077e-06
"ILMN_1800430",-0.07015645,-0.0701564513333341,0.16,0.1604930895185
"ILMN_1800436",-0.06237755,-0.0623775496666674,0.264,0.264366312561896
"ILMN_1800445",-0.01567288,-0.015672876,0.859,0.85861568921115
"ILMN_1800447",-0.30373643,-0.303736433333331,5.13e-06,5.13277884802896e-06
"ILMN_1800451",0.50024811,0.500248106666668,3.03e-07,3.02882976628144e-07
"ILMN_1800461",-0.36921743,-0.369217429999997,3.48e-05,3.47989442608115e-05
"ILMN_1800465",0.0818866,0.0818866009999999,0.164,0.164060027614885
"ILMN_1800468",0.02201864,0.0220186379999987,0.738,0.737702197938867
"ILMN_1800476",0.07576604,0.0757660420000033,0.188,0.18753934431001
"ILMN_1800488",-0.02295967,-0.022959665666666,0.866,0.866139430359837
"ILMN_1800512",-0.02210884,-0.0221088353333325,0.762,0.762459545556655
"ILMN_1800517",0.02991492,0.0299149239999998,0.634,0.634201282564152
"ILMN_1800520",-0.05208372,-0.052083720333334,0.355,0.355295168653424
"ILMN_1800530",-0.51224812,-0.512248124666666,5.08e-06,5.0761331001437e-06
"ILMN_1800540",-0.05662611,-0.0566261066666662,0.65,0.649643887321647
"ILMN_1800543",-0.208632,-0.208632003333335,0.00145,0.00144951043948633
"ILMN_1800555",-0.00419834,-0.00419833866666508,0.961,0.96093740631907
"ILMN_1800562",0.01648502,0.0164850156666665,0.836,0.835685251560254
"ILMN_1800573",0.97026379,0.970263786666669,5.54e-11,5.53571989951419e-11
"ILMN_1800575",0.04224972,0.0422497206666668,0.692,0.691836494822447
"ILMN_1800588",0.05235354,0.0523535383333327,0.379,0.378800334769063
"ILMN_1800590",-0.22758898,-0.227588980333334,0.000194,0.00019437432083155
"ILMN_1800595",-0.0283131,-0.0283131050000005,0.702,0.701658561868699
"ILMN_1800602",0.98107292,0.981072916000002,2.06e-10,2.06416969704011e-10
"ILMN_1800611",0.18591085,0.185910850666668,0.000827,0.000827035784145479
"ILMN_1800612",-0.83676271,-0.836762713333336,2.79e-09,2.78777814631864e-09
"ILMN_1800619",-0.15843044,-0.158430444666662,0.0141,0.0141157711882236
"ILMN_1800626",0.02338748,0.0233874786666668,0.776,0.776026690111648
"ILMN_1800632",-0.05026995,-0.0502699466666652,0.463,0.462814524984985
"ILMN_1800634",0.14249859,0.142498586666671,0.01,0.0100255978967098
"ILMN_1800638",0.54202859,0.542028590000001,6.79e-08,6.79262795496659e-08
"ILMN_1800642",3.11131504,3.11131504166667,1.68e-15,1.68350204642519e-15
"ILMN_1800654",0.14700397,0.147003969333333,0.0148,0.014803870971866
"ILMN_1800659",0.0298204,0.0298203976666684,0.637,0.636693750861683
"ILMN_1800670",0.04115164,0.0411516433333352,0.606,0.605806880596985
"ILMN_1800689",-0.0041092,-0.0041091986666677,0.968,0.968338726557974
"ILMN_1800695",0.03870861,0.0387086126666656,0.519,0.519412857150744
"ILMN_1800697",0.00329077,0.00329076733333444,0.97,0.970453621166529
"ILMN_1800700",0.02426856,0.0242685550000026,0.742,0.742125474898727
"ILMN_1800701",0.02519005,0.0251900546666679,0.788,0.787722320865805
"ILMN_1800705",0.00364621,0.00364620633333335,0.972,0.971800351903399
"ILMN_1800711",0.03811888,0.0381188826666659,0.534,0.534446006693808
"ILMN_1800713",0.07168543,0.0716854333333341,0.172,0.171640383909639
"ILMN_1800716",0.00553899,0.00553898700000044,0.952,0.951569150868846
"ILMN_1800721",-0.06618388,-0.0661838846666676,0.262,0.261658536120894
"ILMN_1800731",0.07095011,0.0709501073333358,0.148,0.148199566679806
"ILMN_1800733",0.78609467,0.786094670333334,1.41e-08,1.41109720786274e-08
"ILMN_1800739",0.69165337,0.691653370000002,6.88e-09,6.88325026546656e-09
"ILMN_1800750",0.5891334,0.589133398666666,3.86e-08,3.86281845878995e-08
"ILMN_1800776",0.0087122,0.008712196666667,0.942,0.942489611351518
"ILMN_1800786",-0.11652993,-0.116529927,0.0312,0.0311723930471783
"ILMN_1800787",1.95261875,1.95261874666667,1.08e-13,1.08452845853959e-13
"ILMN_1800795",-0.01889418,-0.0188941836666672,0.861,0.860625670361838
"ILMN_1800796",0.34089195,0.340891950666666,1.37e-05,1.37324157519792e-05
"ILMN_1800800",-0.03140226,-0.0314022646666636,0.661,0.660978120511148
"ILMN_1800837",0.96479931,0.964799306666668,3.05e-10,3.04858095506541e-10
"ILMN_1800838",-0.02660543,-0.0266054319999984,0.744,0.744393618890451
"ILMN_1800843",0.23355169,0.233551689,0.000278,0.000278185626341609
"ILMN_1800853",-0.02281436,-0.0228143576666664,0.754,0.754111050325748
"ILMN_1800855",0.53044086,0.530440864666669,1.1e-07,1.10239283736163e-07
"ILMN_1800871",-0.1336807,-0.133680704333331,0.0663,0.0662991200429143
"ILMN_1800873",0.03034779,0.0303477916666655,0.665,0.665211687017576
"ILMN_1800874",-0.03217317,-0.0321731659999971,0.614,0.613543273818087
"ILMN_1800875",0.065518,0.0655180003333324,0.214,0.213543396182619
"ILMN_1800884",-0.00625307,-0.00625306633333444,0.945,0.94476471998399
"ILMN_1800889",-0.50061095,-0.500610947333334,9.19e-08,9.19103244595485e-08
"ILMN_1800894",0.02323614,0.023236142333336,0.731,0.730595813318435
"ILMN_1800897",-0.65634045,-0.656340449999998,1.91e-08,1.91329884905134e-08
"ILMN_1800898",-0.34154212,-0.341542120999998,1.93e-06,1.93245494528899e-06
"ILMN_1800911",-0.33511,-0.335110004000001,7.67e-06,7.66878476224758e-06
"ILMN_1800912",-0.40542406,-0.405424063666663,2.97e-06,2.96753134694459e-06
"ILMN_1800914",-0.03879796,-0.0387979556666682,0.509,0.509224397868751
"ILMN_1800923",0.02121651,0.0212165056666676,0.774,0.774002654634188
"ILMN_1800935",-1.06910764,-1.06910764,7.77e-12,7.77460647441783e-12
"ILMN_1800942",0.0566452,0.0566451973333333,0.481,0.481160000525679
"ILMN_1800951",0.05400375,0.0540037466666679,0.628,0.628474207733719
"ILMN_1800952",0.49672318,0.496723184666665,9.57e-08,9.57142045944939e-08
"ILMN_1800958",0.14755581,0.147555809333337,0.0356,0.0356190418937339
"ILMN_1800975",0.75752175,0.757521753333332,4.35e-10,4.35396205501313e-10
"ILMN_1800976",0.36919839,0.369198390666671,2.05e-05,2.05020124358507e-05
"ILMN_1800989",0.02431626,0.0243162620000001,0.731,0.731265015923873
"ILMN_1800993",0.11152712,0.111527122666665,0.0285,0.0285382785819442
"ILMN_1800997",0.02243291,0.0224329050000005,0.746,0.74600855281959
"ILMN_1801020",-0.61389396,-0.613893960333332,1.73e-08,1.73275071289235e-08
"ILMN_1801032",-0.01193449,-0.0119344873333338,0.893,0.893405060479561
"ILMN_1801040",-0.87947904,-0.879479042666667,3.15e-10,3.14555918032893e-10
"ILMN_1801043",0.6492316,0.649231599000002,5.9e-09,5.90486136041719e-09
"ILMN_1801044",0.06693014,0.0669301376666676,0.386,0.386315812563765
"ILMN_1801045",-0.39918736,-0.399187357333334,4.95e-05,4.94711931376641e-05
"ILMN_1801051",0.0056036,0.00560359800000043,0.947,0.947482276812413
"ILMN_1801053",0.10692078,0.106920776666666,0.0324,0.0323735280084769
"ILMN_1801068",-0.03991499,-0.0399149903333313,0.501,0.500824415457579
"ILMN_1801077",-0.11436958,-0.114369583999999,0.0751,0.0751276787237298
"ILMN_1801090",-0.52766347,-0.527663470666669,2.36e-08,2.36135894650672e-08
"ILMN_1801091",-0.01801263,-0.0180126266666676,0.812,0.811844408841221
"ILMN_1801098",-0.12361106,-0.123611062333334,0.0173,0.0173100623827818
"ILMN_1801101",0.41171209,0.411712093666669,2.25e-06,2.25200384244681e-06
"ILMN_1801104",0.01456682,0.0145668230000009,0.847,0.846637014812979
"ILMN_1801105",0.07082916,0.0708291563333354,0.34,0.340153902931188
"ILMN_1801109",0.02847135,0.0284713463333368,0.657,0.657007833054412
"ILMN_1801116",-0.06708639,-0.0670863856666672,0.207,0.206694886642995
"ILMN_1801118",0.14425687,0.144256870000001,0.00827,0.00827006644413478
"ILMN_1801119",-0.85327167,-0.853271667999998,5.04e-10,5.04289322128991e-10
"ILMN_1801121",-0.38691394,-0.38691394066667,1.39e-05,1.39367737327299e-05
"ILMN_1801122",0.26509021,0.265090209666665,4.89e-05,4.89350123229398e-05
"ILMN_1801124",-0.07744419,-0.077444191999998,0.185,0.185449404235768
"ILMN_1801130",0.5829409,0.582940900000001,1.8e-08,1.79612098056689e-08
"ILMN_1801138",0.0046307,0.00463070433333446,0.962,0.961930719743157
"ILMN_1801143",-0.02795739,-0.0279573923333309,0.716,0.716098847930948
"ILMN_1801146",-0.03914025,-0.0391402463333348,0.564,0.563645331527772
"ILMN_1801152",0.0364873,0.0364872993333334,0.574,0.574439283240736
"ILMN_1801156",0.11077031,0.110770311333331,0.0597,0.0596692537061034
"ILMN_1801158",0.05545455,0.0554545493333327,0.446,0.446367480791233
"ILMN_1801168",-0.02282388,-0.0228238776666672,0.793,0.793471052180937
"ILMN_1801173",-0.02394584,-0.0239458406666673,0.781,0.780830481231104
"ILMN_1801175",0.07324539,0.0732453900000021,0.216,0.215650918198374
"ILMN_1801178",-0.03778672,-0.0377867203333331,0.557,0.556973823253777
"ILMN_1801184",-0.04704681,-0.0470468129999997,0.598,0.597556721218529
"ILMN_1801189",0.07049503,0.0704950336666634,0.156,0.155601661802095
"ILMN_1801193",-0.02316017,-0.0231601680000004,0.784,0.783596783119862
"ILMN_1801205",0.08440808,0.0844080776666694,0.178,0.178331921826713
"ILMN_1801215",-0.23689185,-0.236891847666665,0.00028,0.000280366854068853
"ILMN_1801216",-2.92788606,-2.92788605733333,4.92e-16,4.91547151203887e-16
"ILMN_1801223",0.1113381,0.111338102666664,0.109,0.1094710848999
"ILMN_1801226",0.91147927,0.911479274666668,5.46e-10,5.46037083014668e-10
"ILMN_1801230",-0.08011435,-0.0801143543333334,0.261,0.260685817645765
"ILMN_1801236",-0.12836148,-0.128361483666667,0.0308,0.0307675059883016
"ILMN_1801240",-0.00685463,-0.00685462899999756,0.936,0.936013742458649
