"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1704925",-0.032153767333333,7.29965909966667,-0.848644211927149,0.411534188543808,0.646051038104222,-8.3112420102738
"ILMN_1704941",0.0187022986666667,7.318560301,0.536414163837445,0.600791061349276,0.795646314714702,-8.53541842852627
"ILMN_1704943",-0.0286805423333325,7.51676001483333,-0.599722886720299,0.559067068750637,0.7656257525146,-8.49762810288262
"ILMN_1704950",0.0976193983333351,7.35149588816667,2.51182851204736,0.0261062049298649,0.0769210279779754,-5.92206186805858
"ILMN_1704956",0.00739111600000264,7.37562997766667,0.219471042736909,0.829714000741963,0.925746356150828,-8.66279104452793
"ILMN_1704961",-0.186008133333331,13.2995538566667,-3.42117898502448,0.00459325942942471,0.0159561196142212,-4.20188002150448
"ILMN_1704972",-0.332934945,8.4702541245,-6.37536732420768,2.51233227193639e-05,0.000129731948472009,1.20143777000921
"ILMN_1704973",0.0266523206666651,7.24289118966667,0.659507214650424,0.521158117257196,0.737181970802387,-8.45829391976105
"ILMN_1704976",0.0253213473333345,7.25929209933333,0.640261690234137,0.533198352586612,0.74654464473596,-8.47133919002511
"ILMN_1704980",0.0256788846666671,7.45730580266667,0.677027819122384,0.510334552912775,0.72905156680179,-8.44610406518855
"ILMN_1704985",-0.00648036966666776,7.3869528035,-0.168818605859265,0.868554796823086,0.94476471998399,-8.67335213483942
"ILMN_1704987",-0.0988261970000011,7.26510397616667,-2.44230073335892,0.029748761668854,0.0864018297176225,-6.04779887952762
"ILMN_1705004",-0.0100883146666657,7.297462172,-0.280125791827437,0.783817873256843,0.902896241707719,-8.64655052126475
"ILMN_1705018",-0.0183536953333334,7.21567831666667,-0.526381667634367,0.607545568807678,0.800684427210454,-8.54103797712438
"ILMN_1705019",-0.00259684899999701,7.12585652316667,-0.0766878607592549,0.940047226851035,0.975631774456104,-8.68551763180977
"ILMN_1705025",0.0193503246666653,7.30476369366667,0.478872403800654,0.640035840241288,0.821070128051787,-8.5662646418395
"ILMN_1705032",0.740302727000001,9.53819911016667,14.3070418006116,2.68665840618518e-09,3.4588895832956e-08,10.9299603576774
"ILMN_1705034",-0.0148676859999979,7.34377548133333,-0.4142577791821,0.685483434307543,0.84861307877686,-8.59686981294731
"ILMN_1705035",-0.00758231966666578,7.22950655616667,-0.195956878120322,0.847693721276666,0.934405564886035,-8.66803443011255
"ILMN_1705047",0.0392331723333355,7.14641523183333,1.13887335009633,0.275441876653043,0.503900815139141,-8.02304792631994
"ILMN_1705049",-0.0953245419999975,7.57241888433333,-2.30186291906973,0.0386476048373811,0.108718403719286,-6.29765875499493
"ILMN_1705063",-0.0476427729999997,7.21201975916667,-1.04651219163403,0.314517575551854,0.549537892717862,-8.12253907862328
"ILMN_1705064",-0.289147446666663,10.6361032833333,-7.69518612695884,3.55576405173747e-06,2.17730609200206e-05,3.26962270991809
"ILMN_1705066",0.0186979473333331,7.232421622,0.510409970403812,0.618376367301786,0.807551299610671,-8.54977439630166
"ILMN_1705073",-0.0117171906666647,7.21075924366667,-0.345317995646046,0.735415105039348,0.877187163847649,-8.62475779230013
"ILMN_1705077",0.103025913333334,7.29984893,2.80376705409353,0.0150014796240178,0.0467878523403337,-5.38219718195581
"ILMN_1705080",-0.0443635256666663,7.17798294216667,-1.24675522681211,0.234627015520548,0.453625038031804,-7.89822039726527
"ILMN_1705085",0.00965790833333191,7.60819552716667,0.247283159097427,0.808576912812661,0.915779531208833,-8.65582914654296
"ILMN_1705093",0.119823783333334,11.5024153816667,3.40065736420313,0.0047773539267634,0.0165469403317844,-4.24153371050837
"ILMN_1705105",-0.0406940096666668,7.24594651783333,-1.04908163278433,0.313377707687554,0.548483580672671,-8.1198664396668
"ILMN_1705107",0.0762503256666669,7.42252621916667,1.97270133736732,0.070328441199059,0.180869185205488,-6.85681216288051
"ILMN_1705111",-0.742207105999997,8.65049222766667,-16.0940225700367,6.33715698287643e-10,9.86678418075745e-09,12.4723554516494
"ILMN_1705114",-0.124920235333333,9.80503388966667,-2.91244603907197,0.0121863540719419,0.0388494024397025,-5.17730623021416
"ILMN_1705116",-0.0986615826666668,9.81761461033333,-2.66265489119774,0.0196268793397797,0.0596230378296826,-5.6453129664129
"ILMN_1705124",0.0260147940000008,7.229936957,0.770773304103233,0.454712430330222,0.684722101322834,-8.37586925671024
"ILMN_1705125",-0.033436676,7.23215329766667,-0.851753455247552,0.409868312980115,0.644507720151176,-8.30854560118949
"ILMN_1705141",-0.136381214333333,7.84709315916667,-3.69735278713826,0.00271188040361689,0.00983512236387378,-3.6676771204067
"ILMN_1705144",-0.132214606666667,10.38896899,-2.77745946005818,0.0157739547003172,0.0490061488692815,-5.43151866829878
"ILMN_1705148",0.0284878053333344,7.24777415533333,0.645011454101172,0.530212257744193,0.744166125169531,-8.46815328655195
"ILMN_1705151",0.250692769999999,12.406199535,5.70143182466177,7.46320275908738e-05,0.000352928924386525,0.0559281714462223
"ILMN_1705153",0.602821392333333,8.76068171916667,15.245542909858,1.23445336087954e-09,1.76116589307596e-08,11.760417701281
"ILMN_1705172",-0.124374231999999,7.33209287966667,-2.78228560534593,0.0156293747140859,0.048592136554301,-5.42247926106577
"ILMN_1705177",-0.00142398566666468,7.2893633205,-0.0396528442274676,0.968976357890596,0.987546574914592,-8.68783747697098
"ILMN_1705183",-0.0558647593333319,7.265529095,-1.18400214983358,0.257747673675686,0.482713400515048,-7.97193322733251
"ILMN_1705187",-0.0667945043333349,7.28471174316667,-1.64325503447537,0.124441984037629,0.286575822306103,-7.36813294775996
"ILMN_1705201",-0.311317496000003,8.102064441,-8.91452936746194,7.05260627725977e-07,4.9700824687515e-06,4.98827077735687
"ILMN_1705207",-0.00656414366666791,7.21440835516667,-0.179300439393903,0.860484374430525,0.940707847276509,-8.67139154713341
"ILMN_1705208",0.0422955306666672,7.2260802,1.08425574241101,0.298079058429474,0.531138669228709,-8.08272717769841
"ILMN_1705210",0.458079482666667,8.773852109,7.90847702816438,2.64654337720883e-06,1.66481574399804e-05,3.58294169001333
"ILMN_1705213",0.696861917333337,10.229159918,14.2105816663287,2.91768778315917e-09,3.71881161090758e-08,10.8418641036326
"ILMN_1705218",-0.108559184999997,7.4622930675,-2.69009549904188,0.0186297440326926,0.0569750924458157,-5.59443785842902
"ILMN_1705224",-0.100382872666668,7.47852715,-2.55457450438956,0.0240845891864616,0.0716258300366695,-5.84415517942897
"ILMN_1705225",0.0765096059999983,7.26057054233333,2.0027286502147,0.0666590182043424,0.172958176739762,-6.80758840380416
"ILMN_1705231",0.00587861633333375,7.1275713785,0.163211398761874,0.872878398714993,0.946735952192703,-8.67435268217147
"ILMN_1705241",-0.542290796666665,8.74854092,-15.5177650736105,9.93136477481877e-10,1.46056941376913e-08,11.9926779613974
"ILMN_1705243",0.0421617603333333,7.20798596683333,1.18786180356637,0.256276201099188,0.481027466326325,-7.96748722256847
"ILMN_1705244",-0.0423388603333335,7.25855061216667,-1.03524427499839,0.319552322129904,0.55507317398442,-8.13419416463834
"ILMN_1705246",-0.273857686333333,7.8842212385,-5.35597900686874,0.000133648026809972,0.000605280595573734,-0.554656310943985
"ILMN_1705247",-0.0197870873333317,7.28413301833333,-0.586688810815501,0.56752748101095,0.772099629390686,-8.50573538943405
"ILMN_1705250",-0.0240640299999999,7.176422276,-0.66940893831756,0.51502498715057,0.732700973999013,-8.45144149615139
"ILMN_1705252",0.063796954333335,7.2897755625,1.58353109382049,0.137473023854913,0.309240632853835,-7.45450388408403
"ILMN_1705253",0.0318982146666649,7.234911775,0.921873291619775,0.373496708088751,0.610687496088797,-8.2454169618127
"ILMN_1705258",-2.33767828233334,8.38734778916667,-68.595901973996,6.17848668881475e-18,2.47259895682965e-15,31.6923782073892
"ILMN_1705261",-0.0934333833333287,10.9682600316667,-1.62510126606886,0.128284317703777,0.293406806554243,-7.39461045109505
"ILMN_1705264",-0.011251898000002,7.20229200166667,-0.305274584759218,0.765021714643543,0.893405060479561,-8.63867403403014
