"ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene.symbol"
"ILMN_1666761",-0.851612851000001,10.3252066578333,-22.2796846546846,1.09134983691476e-11,3.03157725580151e-10,16.802504079177,"PPP2R5E"
"ILMN_1699384",-0.315946021999999,7.74231703466667,-6.56588572556457,1.86784522416199e-05,9.87630220810676e-05,1.51417602498965,"PPP2R5D"
"ILMN_1738784",-0.372760611333335,9.86102589966667,-8.82949768370212,7.85283297156376e-07,5.47731975279818e-06,4.87393533299292,"PPP2R5A"
"ILMN_1780913",-0.707828843000001,7.93116886716667,-15.4085003833552,1.08328897800985e-09,1.57355138137678e-08,11.8999004857675,"PPP2R5C"
"ILMN_1780940",0.112173103333337,9.79924713433333,3.13837365232865,0.00790109969953379,0.0262217678023252,-4.74663815370243,"PPP2R5D"
"ILMN_1795846",-0.307437902000001,7.533524755,-8.58538981680468,1.07370536035734e-06,7.28918749743457e-06,4.54126046610798,"PPP2R5C"
"ILMN_2124082",0.0174132366666653,7.78887444766667,0.519767102510679,0.61201957809307,0.803530931280277,-8.54468742201955,"PPP2R5B"
"ILMN_2359887",0.0918414450000018,8.2671175715,2.2734698789076,0.0407314595222742,0.113814302545583,-6.34744046505079,"PPP2R5D"
"ILMN_3279757",-0.638117768666666,7.520025238,-16.5528084691085,4.47769062935913e-10,7.30902124404516e-09,12.8431348993946,"PPP2R5C"
