target,candidate,n_probes,baseline_log2_expression,log2_variance_all_six,log2_variance_within_group,qualifies,distance
PPP2R5A,HBBP1,1,10.104468713333334,-0.874534391042035,-8.337784615284397,True,0.11614381926703844
PPP2R5A,NSMF,1,10.220253626666667,-8.383327717554982,-8.117048621375286,False,0.1185733247397905
PPP2R5A,BCDIN3D,1,9.905238073333331,-7.6830343737226094,-8.077345574077537,False,0.11883886146244474
PPP2R5A,CMTM6,1,10.240206143333333,-1.7189844075366136,-8.202536624811085,False,0.12016158752638784
PPP2R5A,CDR2,1,10.10893895,-5.145686223864911,-8.34348172030432,True,0.12096112210948748
PPP2R5A,ACVR1,1,10.230438386666668,-7.149427231739114,-8.114511109299581,False,0.12508097079961442
PPP2R5A,GRWD1,1,10.219220606666667,-7.332810051066665,-8.095228516329305,False,0.12566717302328928
PPP2R5A,LRWD1,1,10.02946621,-7.107318277503092,-8.014990874573545,False,0.12572393234503185
PPP2R5A,CCDC92,1,9.856018376,-1.4402247182590149,-8.121519132217587,False,0.12781692425943705
PPP2R5A,IQGAP1,1,9.87695632,-3.0074342172802164,-8.077308224273363,True,0.13239410820254585
PPP2R5A,RRS1,1,9.881245439,-2.9509221380704846,-8.071605934642635,False,0.1328693694139122
PPP2R5A,PRADC1,1,10.152722643333332,-1.213320960534037,-8.025018788391021,True,0.13478893323170926
PPP2R5A,MICB,1,9.952650536333334,-7.1491393583735015,-8.352926460498075,False,0.13513269869129768
PPP2R5A,NCAPD2,1,10.207770339999998,-4.813743880618017,-8.31206531381993,True,0.1353709520270207
PPP2R5A,ALG9,1,10.245509686666667,-7.610427636401116,-8.264944644051381,False,0.13561618030717162
PPP2R5A,HPF1,1,10.243480866666665,-7.937581313008846,-8.103643036439307,False,0.1358102610340962
PPP2R5A,STXBP3,1,9.878045114333334,-2.2863961280435654,-8.061482214376126,True,0.13915004796462005
PPP2R5A,RCSD1,1,9.823478901666666,-1.5458718561205131,-8.215596958450078,True,0.14051729879375252
PPP2R5A,WEE1,1,9.820992421333333,-1.2089029829245304,-8.201928734967872,False,0.14088757918320985
PPP2R5A,SLC35E3,1,10.260003326666666,-3.6962260179108353,-8.254396275627023,True,0.14091219900329446
PPP2R5A,B4GALT7,1,9.885639708666666,-4.074634865839507,-8.048825575978912,True,0.142016734525745
PPP2R5A,RNF20,1,9.974242909,-4.2142301068881025,-7.997503363824423,True,0.1452768587368161
PPP2R5A,C22orf29,1,9.808837721000002,-6.154552046347149,-8.204384242491955,False,0.14855109485381549
PPP2R5A,BOD1,1,9.806075279333333,-4.076086806818172,-8.187812473870174,False,0.14968486053718472
PPP2R5A,MLST8,1,10.1519934,-4.358384234505555,-7.997418099791084,False,0.15254928341047516
PPP2R5A,GTF3C5,1,10.053923913333334,-3.364798753492831,-7.97692415344651,False,0.15309756946786238
PPP2R5A,SLU7,1,9.836947368666667,-5.974439492178281,-8.296234470428923,False,0.15323454959911947
PPP2R5A,FADD,1,10.25501763,-6.103169948250781,-8.311318301857414,False,0.15784004635379986
PPP2R5A,NUP153,1,9.989473066666667,-4.284968093667542,-7.975523472882214,False,0.15820219697877866
PPP2R5A,DR1,1,10.28573657,-3.3761070058422926,-8.272801515475457,True,0.16074031672465003
